No,Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
36520,227264_at,NA,NA,6.21285,6.293375,6.4645,6.368525
36521,227265_at,FGL2,10875,2.196475,2.118975,2.36765,2.41995
36522,227266_s_at,FYB,2533,2.352025,2.4577,2.438275,2.42225
36523,227267_at,C5orf37,134359,5.9657,5.781825,6.741425,6.725925
36524,227268_at,RNFT1,51136,7.644025,7.5156,8.005475,7.99935
36525,227269_s_at,RAB40C,57799,4.0106,4.272525,4.01795,4.153625
36526,227270_at,FAM200B,285550,7.75185,7.5627,7.281175,7.17575
36527,227271_at,FGF11,2256,5.09715,5.121575,5.41315,5.3172
36528,227272_at,C15orf52,388115,8.09905,7.987725,7.01615,6.71335
36529,227273_at,NA,NA,3.542175,3.575775,7.426725,7.511975
36530,227274_at,SYNJ2BP,55333,8.673525,8.756375,8.149825,8.3702
36531,227275_at,MEX3C,51320,3.645025,3.461025,3.499175,3.559125
36532,227276_at,PLXDC2,84898,2.5024,2.578675,2.536875,2.47195
36533,227277_at,MTDH,92140,6.842675,6.87955,6.2388,6.352575
36534,227278_at,NA,NA,10.59105,10.582325,9.7366,9.7085
36535,227279_at,NA,NA,9.29725,9.21615,9.400425,9.375
36536,227280_s_at,CCNYL1,151195,8.765575,8.553825,9.46695,9.090725
36537,227281_at,SLC29A4,222962,5.213775,5.35865,4.8949,4.769825
36538,227282_at,PCDH19,57526,5.28805,5.128625,4.724175,4.99315
36539,227283_at,EFR3B,22979,4.805025,5.008475,5.670775,5.5681
36540,227284_at,ZNF766,90321,7.73455,7.79535,7.942425,7.847525
36541,227285_at,C1orf51,148523,5.586325,5.537775,6.298675,6.089275
36542,227286_at,INO80E,283899,6.672275,6.658925,7.134825,7.16345
36543,227287_at,NA,NA,5.331275,5.29405,5.271525,5.145875
36544,227288_at,SFRS12IP1,285672,7.8154,7.79715,8.144075,8.21505
36545,227289_at,PCDH17,27253,7.17545,6.9875,3.3065,3.376025
36546,227290_at,NA,NA,8.99455,9.09825,8.7326,8.679675
36547,227291_s_at,BOLA3,388962,10.230475,10.1329,10.7947,10.796225
36548,227292_at,C11orf84,144097,6.18975,6.2199,6.1875,6.073025
36549,227293_at,NA,NA,5.42545,5.744375,6.097875,6.258525
36550,227294_at,ZNF689,115509,6.695325,6.658,7.39375,7.484875
36551,227295_at,IKBIP,121457,9.407975,9.2752,8.8457,8.84985
36552,227296_at,MFSD3,113655,4.913625,4.90585,4.478,4.420375
36553,227297_at,ITGA9,3680,2.714975,2.742425,2.583275,2.64045
36554,227298_at,FLJ37798,401264,6.02755,6.004125,6.047725,5.993725
36555,227299_at,CCNI,10983,5.49875,5.795575,5.483825,5.6192
36556,227300_at,TMEM119,338773,2.500725,2.548725,2.4668,2.50845
36557,227301_at,NA,NA,7.691775,7.670625,7.5239,7.483975
36558,227302_s_at,NA,NA,5.7031,5.639675,5.453025,5.52275
36559,227303_at,ANKS3,124401,6.0737,6.11165,5.927175,5.940125
36560,227304_at,SMCR8,140775,6.733225,6.760625,7.3294,7.13285
36561,227305_s_at,SMCR8,140775,9.047,9.046075,9.39295,9.282325
36562,227306_at,NA,NA,6.112075,6.0485,7.312775,7.6386
36563,227307_at,TSPAN18,90139,8.038325,7.755025,4.645775,4.7687
36564,227308_x_at,LTBP3,4054,7.977675,7.996075,7.12365,7.2759
36565,227309_at,YOD1,55432,6.9367,6.971775,6.945525,6.951675
36566,227310_at,ADSS,159,2.595975,2.729325,2.493025,2.448975
36567,227311_at,NA,NA,4.742325,4.640975,4.354825,4.4396
36568,227312_at,SNTB2,6645,8.217825,8.149025,7.60775,7.714575
36569,227313_at,CNPY4,245812,8.0158,7.9152,7.6927,7.76715
36570,227314_at,ITGA2,3673,10.129975,10.25465,10.1316,9.8169
36571,227315_x_at,PROSC,11212,3.9589,3.899075,4.23235,4.205825
36572,227316_at,CSRP2BP,57325,3.5766,3.4326,3.7946,3.854725
36573,227317_at,LMCD1,29995,3.072,3.14795,2.75415,2.7987
36574,227318_at,NA,NA,2.3814,2.4135,2.5012,2.53995
36575,227319_at,NA,NA,9.53665,9.519325,8.965575,9.104325
36576,227320_at,FAM101A,144347,6.95715,6.55525,4.987975,5.050875
36577,227321_at,GATS,352954,3.7957,3.887375,3.97755,4.025175
36578,227322_s_at,BCCIP,56647,9.369575,9.417375,9.900875,9.934925
36579,227323_at,COX4NB,10328,3.919725,4.0096,3.822925,4.05865
36580,227324_at,ADCK4,79934,5.90365,5.895,5.8819,5.961975
36581,227325_at,PRR24,255783,6.550175,6.5763,6.8412,6.762325
36582,227326_at,MXRA7,439921,7.835275,7.768,8.513925,8.6686
36583,227327_at,MEGF8,1954,8.18475,8.1986,7.62635,7.636075
36584,227328_at,CAMTA1,23261,7.94615,7.993975,7.549275,7.709175
36585,227329_at,ZBTB46,140685,5.313125,5.30465,6.135925,5.96325
36586,227330_x_at,NA,NA,4.921925,5.22265,5.549325,5.566175
36587,227331_at,ZNF740,283337,6.860825,6.853625,7.187075,7.146075
36588,227332_at,NA,NA,5.2252,5.260575,5.90165,6.14135
36589,227333_at,NA,NA,8.163475,8.295475,6.92855,6.926
36590,227334_at,USP54,159195,5.773675,5.72585,7.29935,7.279275
36591,227335_at,DIDO1,11083,7.3116,7.20795,7.314275,7.4367
36592,227336_at,DTX1,1840,4.61315,4.781,4.503425,4.4965
36593,227337_at,ANKRD37,353322,7.142375,7.3124,7.13425,7.702275
36594,227338_at,LOC440983,440983,7.1289,7.2731,7.458325,7.41285
36595,227339_at,RGMB,285704,6.5841,6.5155,6.94,6.935725
36596,227340_s_at,RGMB,285704,6.212075,6.357825,5.89725,5.732775
36597,227341_at,BEND7,222389,7.3795,7.3022,7.1695,7.20515
36598,227342_s_at,MYEOV,26579,5.405575,5.375225,4.94845,4.77375
36599,227343_at,MYEOV,26579,4.2463,4.176925,3.98395,4.121
36600,227344_at,IKZF1,10320,3.318575,3.443275,3.4717,3.3832
36601,227345_at,TNFRSF10D,8793,9.594125,9.9128,7.2313,7.5561
36602,227346_at,IKZF1,10320,2.573475,2.689075,2.49855,2.468975
36603,227347_x_at,HES4,57801,6.64445,6.416225,8.088875,7.84095
36604,227348_at,PARS2,25973,5.4014,5.37655,5.65875,5.634375
36605,227349_at,HELLS,3070,5.4975,5.348925,7.707975,8.028
36606,227350_at,HELLS,3070,6.972475,6.91815,9.4473,9.78935
36607,227351_at,C16orf52,730094,7.5726,7.56905,7.6013,7.50565
36608,227352_at,C19orf39,126074,5.990975,6.097175,6.461625,6.425875
36609,227353_at,TMC8,147138,3.931675,4.160575,4.014075,4.032875
36610,227354_at,PAG1,55824,2.205325,2.366425,3.426925,3.497075
36611,227355_at,RBM26,64062,4.783925,4.9203,5.00145,5.089825
36612,227356_at,NA,NA,8.022675,8.0358,8.00005,8.131875
36613,227357_at,TAB3,257397,7.83585,7.8447,7.9525,7.9961
36614,227358_at,ZBTB46,140685,5.285125,5.198575,6.0741,5.643075
36615,227359_at,OSCP1,127700,5.46805,5.3263,4.424625,4.23345
36616,227360_at,RDH13,112724,4.3667,4.39145,4.063175,4.113875
36617,227361_at,HS3ST3B1,9953,2.13885,2.021675,2.16745,2.233375
36618,227362_at,SLC2A4RG,56731,3.328475,3.153,3.2814,3.375575
36619,227363_s_at,COX4NB,10328,10.0014,9.956575,10.23685,10.187475
36620,227364_at,NA,NA,9.268175,9.2827,9.6854,9.58165
36621,227365_at,ATCAY,85300,4.3741,4.585,4.263675,4.259475
36622,227366_at,RILP,83547,6.85125,6.84495,7.537525,7.320775
36623,227367_at,SLCO3A1,28232,4.72815,4.79835,4.116525,4.082725
36624,227368_at,NA,NA,5.58555,5.749525,6.7338,6.6164
36625,227369_at,SERBP1,26135,7.712925,7.93995,8.4545,8.7061
36626,227370_at,FAM171B,165215,8.438825,8.301875,6.328975,6.1683
36627,227371_at,BAIAP2L1,55971,3.88895,3.95785,4.455475,4.539575
36628,227372_s_at,BAIAP2L1,55971,3.607625,3.3942,5.07205,4.87175
36629,227373_at,ATXN1L,342371,8.86955,8.894,9.1606,9.104925
36630,227374_at,EARS2,124454,6.3572,6.444625,6.3089,6.38805
36631,227375_at,ANKRD13C,81573,6.446125,6.39075,6.774625,6.7556
36632,227376_at,GLI3,2737,7.683125,7.6211,8.2732,8.170675
36633,227377_at,IGF2BP1,10642,6.678025,6.759525,5.261675,5.226875
36634,227378_x_at,C16orf13,84326,8.387375,8.409625,8.3665,8.3904
36635,227379_at,MBOAT1,154141,5.352575,5.226275,6.46965,6.678225
36636,227380_x_at,C16orf13,84326,5.0128,5.1378,5.19225,5.11535
36637,227381_at,CERCAM,51148,4.8118,4.880725,4.657425,4.802675
36638,227382_at,CYB5B,80777,5.871525,6.017375,6.8331,6.835
36639,227383_at,NA,NA,3.845925,3.92745,3.27925,3.350375
36640,227384_s_at,NA,NA,4.413725,4.2378,4.149675,3.978775
36641,227385_at,PPAPDC2,403313,6.81875,6.861075,6.611675,6.380075
36642,227386_s_at,TMEM200B,399474,4.70085,4.67155,7.2592,7.426225
36643,227387_at,NSMCE4A,54780,3.8002,4.022925,4.0063,4.0074
36644,227388_at,TUSC1,286319,9.7317,9.648375,5.105375,5.2136
36645,227389_x_at,IRF2BP2,359948,5.004525,5.100225,5.01575,4.930825
36646,227390_at,MEG3,55384,4.422475,4.384825,3.9378,3.998675
36647,227391_x_at,LRRFIP1,9208,9.34765,9.2967,10.5042,10.515
36648,227392_at,NISCH,11188,5.6928,5.7427,5.4651,5.417775
36649,227393_at,ANO9,338440,4.37695,4.587475,4.49655,4.577
36650,227394_at,NCAM1,4684,3.65825,3.8019,3.718875,3.8937
36651,227395_at,TBCEL,219899,7.801625,7.886225,7.54805,7.51015
36652,227396_at,PTPRJ,5795,7.661,7.75825,8.513825,8.52595
36653,227397_at,TPM2,7169,4.654475,4.693175,4.3673,4.374125
36654,227398_s_at,MIDN,90007,2.77125,2.6691,2.5667,2.815275
36655,227399_at,VGLL3,389136,7.366675,6.99895,8.59845,8.818325
36656,227400_at,NFIX,4784,6.066,5.97085,6.653375,6.6416
36657,227401_at,IL17D,53342,7.2929,7.1429,5.0812,5.090225
36658,227402_s_at,UTP23,84294,7.705125,7.647825,8.208825,8.171875
36659,227403_at,PIGX,54965,2.433675,2.5626,3.00415,2.939575
36660,227404_s_at,EGR1,1958,5.890525,6.160375,5.65705,5.506575
36661,227405_s_at,FZD8,8325,8.74775,8.807975,7.323225,7.748575
36662,227406_at,LOC100129387,100129387,6.9446,6.87435,6.562475,6.5341
36663,227407_at,TAPT1,202018,7.963025,7.89765,6.78185,6.8579
36664,227408_s_at,SNX25,83891,7.892075,7.908425,7.5206,7.60925
36665,227409_at,PPP1R3E,90673,5.161275,5.0341,5.824225,5.828875
36666,227410_at,FAM43A,131583,11.884575,11.9059,10.415425,10.53125
36667,227411_at,WTIP,126374,6.439725,6.53335,6.040375,6.0294
36668,227412_at,PPP1R3E,90673,4.29085,4.30625,5.242525,5.24725
36669,227413_at,UBLCP1,134510,8.57565,8.549625,8.544725,8.44285
36670,227414_at,RHBDD1,84236,5.50505,5.339475,5.56395,5.58345
36671,227415_at,NA,NA,7.892,8.001725,8.270225,8.311425
36672,227416_s_at,ZCRB1,85437,10.245625,10.2531,10.371575,10.355
36673,227417_at,MOSC2,54996,5.905325,5.73245,6.785925,6.71595
36674,227418_at,KIAA1826,84437,8.248925,8.1885,8.26925,8.259425
36675,227419_x_at,PLAC9,219348,6.0834,5.839,6.256825,6.242975
36676,227420_at,TNFAIP8L1,126282,9.006175,9.09485,7.908325,7.991225
36677,227421_at,C21orf57,54059,7.87155,7.850875,7.91445,7.98745
36678,227422_at,NA,NA,6.7242,6.86285,7.368975,7.381375
36679,227423_at,LRRC28,123355,6.6556,6.625875,6.37555,6.3583
36680,227424_x_at,C21orf119,84996,6.20555,6.088525,6.4291,6.285925
36681,227425_at,REPS2,9185,3.903425,4.1137,3.083675,3.237225
36682,227426_at,SOS1,6654,8.630275,8.588175,8.607675,8.727975
36683,227427_at,GEFT,115557,5.04585,4.938,4.612725,4.6558
36684,227428_at,GABPA,2551,8.67355,8.6231,8.6421,8.880725
36685,227429_at,EFCAB4A,283229,5.4964,5.45825,5.92025,5.659575
36686,227430_at,ZC3H10,84872,5.9636,5.90225,5.834425,5.97195
36687,227431_at,NA,NA,6.834975,6.7286,6.770425,6.856625
36688,227432_s_at,INSR,3643,6.443125,6.415625,6.824725,7.1148
36689,227433_at,KIAA2018,205717,7.14255,7.1468,7.34735,7.41135
36690,227434_at,WBSCR17,64409,4.277325,4.32525,4.34425,4.21915
36691,227435_at,KIAA2018,205717,7.090375,7.090525,7.139325,7.237025
36692,227436_at,OTUD7B,56957,6.210075,6.178525,6.777625,6.78135
36693,227437_at,NA,NA,6.6096,6.571025,5.774025,5.8804
36694,227438_at,ALPK1,80216,6.038925,6.155725,6.2239,6.089075
36695,227439_at,ANKS1B,56899,2.781875,2.86825,2.7306,2.59235
36696,227440_at,ANKS1B,56899,3.129,2.922175,3.0098,3.005525
36697,227441_s_at,ANKS1B,56899,2.2095,2.109475,2.224575,2.213375
36698,227442_at,COX18,285521,7.568625,7.49295,6.920475,6.861075
36699,227443_at,C9orf150,286343,5.943625,5.777825,5.78605,5.580125
36700,227444_at,ARMCX4,100131755,7.7709,7.802975,7.528725,7.5034
36701,227445_at,ZNF689,115509,6.572425,6.623225,7.24685,7.2785
36702,227446_s_at,C14orf167,55449,6.731375,6.686625,6.677675,6.748875
36703,227447_at,SKIV2L2,23517,7.913025,8.00575,8.6147,8.701525
36704,227448_at,NA,NA,5.537675,5.533625,6.6149,6.730475
36705,227449_at,EPHA4,2043,7.972275,8.0802,6.123775,5.990825
36706,227450_at,ERP27,121506,4.521625,4.386875,3.5215,3.62325
36707,227451_s_at,CCDC90A,63933,6.546625,6.458525,7.790675,7.85685
36708,227452_at,NA,NA,3.485125,3.444425,4.09645,3.82695
36709,227453_at,UNC13A,23025,4.040125,4.11985,4.037725,4.037025
36710,227454_at,TAOK1,57551,7.51545,7.34215,7.5666,7.622775
36711,227455_at,C6orf136,221545,5.46985,5.3641,6.222225,6.294775
36712,227456_s_at,C6orf136,221545,7.2798,7.279425,7.8609,7.8504
36713,227457_at,NA,NA,4.747375,4.7753,4.792425,4.653675
36714,227458_at,NA,NA,7.7305,7.78055,9.86815,9.444175
36715,227459_at,NA,NA,5.2783,5.210975,5.36705,5.59585
36716,227460_at,C3orf63,23272,2.7237,2.704475,2.788075,2.664425
36717,227461_at,STON2,85439,3.1569,3.1773,2.9676,2.9614
36718,227462_at,ERAP2,64167,9.02155,8.76075,9.8566,9.60465
36719,227463_at,ACE,1636,6.82415,7.02545,4.138575,4.053975
36720,227464_at,ACSF3,197322,6.03285,5.98985,6.141675,6.230575
36721,227465_at,KIAA0892,23383,8.482475,8.539075,8.54335,8.5587
36722,227466_at,FAM200B,285550,9.006625,8.906575,8.190075,8.16
36723,227467_at,RDH10,157506,6.72635,6.64975,6.9267,6.829025
36724,227468_at,CPT1C,126129,7.4837,7.4759,7.29285,7.23785
36725,227469_at,NA,NA,5.224125,5.19585,5.150525,5.220275
36726,227470_at,ZNF48,197407,7.7382,8.01245,7.129675,7.2201
36727,227471_at,HACE1,57531,7.1866,7.154375,7.83935,8.0128
36728,227472_at,DDA1,79016,5.814925,5.89085,5.99175,6.127375
36729,227473_at,CTTN,2017,8.326475,8.346825,8.067175,7.883025
36730,227474_at,LOC654433,654433,6.983075,6.788275,3.80665,4.12875
36731,227475_at,FOXQ1,94234,3.549475,3.53365,3.68995,3.7182
36732,227476_at,LPGAT1,9926,7.256725,7.303225,7.378825,7.55255
36733,227477_at,ZMYND19,116225,8.220975,8.197625,8.87175,8.861625
36734,227478_at,SETBP1,26040,6.18235,5.91835,2.67465,2.6018
36735,227479_at,KIAA1244,57221,8.01705,8.028225,6.7257,6.90275
36736,227480_at,SUSD2,56241,4.297575,4.212175,4.3398,4.352425
36737,227481_at,CNKSR3,154043,7.245475,6.8548,8.6491,7.97125
36738,227482_at,ADCK1,57143,5.575475,5.42505,5.04935,4.913475
36739,227483_s_at,UNC93B1,81622,4.2292,4.1569,4.2276,4.23825
36740,227484_at,SRGAP1,57522,6.826625,6.8934,7.405675,7.347075
36741,227485_at,DDX26B,203522,5.841475,5.82605,5.56615,5.38335
36742,227486_at,NT5E,4907,5.144375,5.24155,7.3085,7.060075
36743,227487_s_at,SERPINE2,5270,2.619775,2.67255,2.90775,2.919925
36744,227488_at,MGC16121,84848,7.60995,7.612275,7.734125,7.5671
36745,227489_at,SMURF2,64750,9.854175,9.8776,9.5616,9.600375
36746,227490_at,WDFY2,115825,5.75185,5.846775,6.398275,6.3098
36747,227491_at,NA,NA,3.5311,3.6507,3.22995,3.22675
36748,227492_at,NA,NA,7.703675,7.6032,8.1229,8.20925
36749,227493_s_at,KIAA1143,57456,8.30665,8.223575,8.76205,8.75915
36750,227494_at,LOC253842,253842,5.454025,5.47095,5.50145,5.449925
36751,227496_at,LOC253842,253842,4.476675,4.49285,4.331,4.475
36752,227497_at,SOX6,55553,3.893925,3.98555,3.836375,3.888025
36753,227498_at,SOX6,55553,2.558575,2.6377,2.607325,2.639875
36754,227499_at,NA,NA,2.464,2.4981,2.02125,2.21985
36755,227500_at,FBXL18,80028,5.519125,5.672025,6.032475,6.079175
36756,227501_at,NA,NA,7.858625,7.626675,6.6194,6.798175
36757,227502_at,KIAA1147,57189,7.25365,7.29195,6.096575,6.1757
36758,227503_at,NA,NA,8.09585,7.862275,8.0248,8.262025
36759,227504_s_at,NA,NA,5.55305,5.3469,5.14815,5.253425
36760,227505_at,NA,NA,5.6411,5.36385,4.9988,5.285525
36761,227506_at,SLC16A9,220963,4.039375,3.80245,2.9918,3.23415
36762,227507_at,ZNF592,9640,6.89225,6.93905,7.2757,7.46895
36763,227508_at,NA,NA,6.758425,6.834725,6.6389,6.7708
36764,227509_x_at,NA,NA,4.491075,4.485025,4.55955,4.446175
36765,227510_x_at,MALAT1,378938,5.50295,5.192675,5.0284,4.863375
36766,227511_at,SAMD4B,55095,4.92705,4.846775,4.82885,4.7841
36767,227512_at,MEX3A,92312,7.56885,7.6073,5.7113,5.88005
36768,227513_s_at,LRRFIP1,9208,5.450625,5.21525,5.5988,5.531425
36769,227514_at,ITPRIPL2,162073,7.678775,7.5696,7.75295,7.722425
36770,227515_at,STAMBP,10617,5.5913,5.6025,6.184925,6.295375
36771,227516_at,SF3A1,10291,7.1734,7.250475,7.939575,7.951375
36772,227517_s_at,GAS5,60674,9.9515,9.86685,9.716675,9.743925
36773,227518_at,SLC35E1,79939,7.9779,7.995825,7.681775,7.792825
36774,227519_at,PLAC4,191585,3.574475,3.42005,3.359575,3.3476
36775,227520_at,CXorf15,55787,7.110725,7.191225,8.835125,8.9207
36776,227521_at,FBXO33,254170,7.1414,7.1709,7.554125,7.481025
36777,227522_at,CMBL,134147,9.280625,9.218625,6.1598,6.14135
36778,227523_s_at,PHF20L1,51105,8.7146,8.66975,7.844175,7.822075
36779,227524_at,NA,NA,3.596775,3.465525,2.94975,3.289925
36780,227525_at,GLCCI1,113263,6.83125,6.776825,6.7242,6.732675
36781,227526_at,CDON,50937,3.908375,3.780075,3.01655,3.08055
36782,227527_at,MLL2,8085,7.739725,7.9464,7.89305,7.86985
36783,227528_s_at,MLL2,8085,4.84035,4.849825,5.0022,4.808675
36784,227529_s_at,AKAP12,9590,8.743875,8.696875,8.12295,8.312225
36785,227530_at,AKAP12,9590,10.417875,10.433075,9.831925,10.023175
36786,227531_at,NA,NA,8.2036,8.228375,8.605925,8.654025
36787,227532_at,LRRC39,127495,3.01985,3.171725,2.958875,2.902075
36788,227533_at,NA,NA,7.53545,7.625175,7.483175,7.550575
36789,227534_at,C9orf21,195827,8.2241,8.110625,8.856025,8.7191
36790,227535_at,C15orf24,56851,3.786475,3.8676,4.283075,4.094325
36791,227536_at,ZC3H13,23091,7.688925,7.72685,8.14225,8.2543
36792,227537_s_at,SP3,6670,4.0529,4.1237,3.806975,3.864
36793,227538_at,MED26,9441,8.526425,8.442925,8.7841,8.815375
36794,227539_at,GNA13,10672,6.956175,6.917775,8.167025,8.2532
36795,227540_at,EEFSEC,60678,6.084475,6.3052,6.599475,6.618325
36796,227541_at,WDR20,91833,6.903475,6.88825,6.42865,6.315925
36797,227542_at,SOCS6,9306,6.998975,6.9576,6.802375,6.8993
36798,227543_at,RNASEH2C,84153,5.787825,5.7458,6.350175,6.604375
36799,227544_at,TMEM229B,161145,5.05275,5.07175,5.6871,5.466175
36800,227545_at,NA,NA,6.39345,6.335275,8.902125,8.917975
36801,227546_x_at,AURKAIP1,54998,7.654,7.6392,7.780875,7.769225
36802,227547_at,NA,NA,7.815275,7.908575,7.588125,8.00275
36803,227548_at,ORMDL1,94101,7.094475,6.967,7.6745,7.809275
36804,227549_x_at,ZDHHC24,254359,7.072925,7.0863,6.699875,6.664525
36805,227550_at,GFRA1,2674,4.265675,4.14175,6.152725,6.88735
36806,227551_at,FAM108B1,51104,8.816575,8.915625,8.92765,8.9446
36807,227552_at,SEPT1,1731,4.447275,4.6836,4.436475,4.43105
36808,227553_at,PIK3R5,23533,3.1085,3.0581,3.152325,2.9678
36809,227554_at,NA,NA,7.992475,7.954175,8.293675,8.24455
36810,227555_s_at,KHSRP,8570,5.921525,6.089175,6.0631,6.047475
36811,227556_at,NME7,29922,5.5074,5.428,6.5163,6.643275
36812,227557_at,SCARF2,91179,4.90645,5.010125,5.1643,5.121325
36813,227558_at,CBX4,8535,8.558275,8.431225,8.218525,8.16925
36814,227559_at,NDUFAF4,29078,5.466975,5.513,5.30295,5.22445
36815,227560_at,SFXN2,118980,6.617125,6.665775,6.3582,6.415925
36816,227561_at,DDR2,4921,8.550075,8.476025,5.106775,5.1973
36817,227562_at,MAPKSP1,8649,6.58575,6.588325,6.409875,6.411925
36818,227563_at,FAM27E3,100131997,5.50175,5.52425,4.83045,5.025825
36819,227564_at,HGSNAT,138050,7.7213,7.7255,6.64685,6.9045
36820,227565_at,NA,NA,7.59525,7.479475,8.092075,8.1067
36821,227566_at,NTM,50863,6.114675,6.121975,2.990225,3.147
36822,227567_at,NA,NA,8.845875,8.6595,7.989,7.9921
36823,227568_at,HECTD2,143279,7.62495,7.533875,8.160525,8.17855
36824,227569_at,LNX2,222484,8.470825,8.555625,8.30185,8.44245
36825,227570_at,TMEM86A,144110,5.3293,5.289875,5.039925,5.0234
36826,227571_at,NA,NA,4.471225,4.335825,4.144575,4.3334
36827,227572_at,USP30,84749,7.332825,7.34785,7.27985,7.43195
36828,227573_s_at,OBSL1,23363,4.788725,4.875425,4.7594,4.789175
36829,227574_at,OBSL1,23363,3.642,3.66505,3.601725,3.506
36830,227575_s_at,C14orf102,55051,5.79085,5.794075,5.5363,5.4561
36831,227576_at,NA,NA,6.595575,6.595125,5.649975,5.5547
36832,227577_at,EXOC8,149371,7.559325,7.61435,8.233925,8.11545
36833,227578_at,LOC100128191,100128191,3.64485,3.79095,5.05875,5.31805
36834,227579_at,NA,NA,7.538975,7.58835,7.51005,7.5898
36835,227580_s_at,TECPR1,25851,9.2983,9.24345,8.953175,8.594575
36836,227581_at,NA,NA,7.669325,7.52515,7.200025,7.058375
36837,227582_at,KLHDC9,126823,4.265675,4.22125,4.11875,4.1631
36838,227583_at,POP4,10775,4.95095,4.980375,5.42895,5.5763
36839,227584_at,NAV1,89796,7.6515,7.93505,8.0462,8.378475
36840,227585_at,NA,NA,5.6352,5.72115,6.3408,6.35665
36841,227586_at,TMEM170A,124491,7.46715,7.423825,8.768725,8.83995
36842,227587_at,KRI1,65095,5.60665,5.50515,6.5609,6.662175
36843,227588_s_at,C7orf20,51608,4.029325,3.86845,3.93835,3.8267
36844,227589_at,PITPNC1,26207,3.391,3.23945,3.23745,3.339925
36845,227590_at,C22orf40,150383,5.6737,5.788525,5.89745,5.977775
36846,227591_at,NA,NA,5.555175,5.471125,5.666675,5.6816
36847,227592_at,ALDH16A1,126133,6.55495,6.587025,6.90435,6.953475
36848,227593_at,hCG_2008140,729614,6.7608,6.785325,6.423375,6.6304
36849,227594_at,ZMYM6,9204,7.007625,6.8844,6.343875,6.08995
36850,227595_at,ZMYM6,9204,5.676325,5.551825,5.5104,5.584775
36851,227596_at,NA,NA,3.946025,4.039075,3.81595,3.854975
36852,227597_at,DIS3L2,129563,5.893825,5.855275,5.903925,5.849025
36853,227598_at,C7orf29,113763,2.874925,2.985625,3.0119,2.919275
36854,227599_at,C3orf59,151963,7.507275,7.4639,6.823175,6.764675
36855,227600_at,NA,NA,5.631625,5.743225,6.33265,6.408625
36856,227601_at,METTL14,57721,7.81445,7.735225,8.095475,7.951675
36857,227602_at,RAB7A,7879,5.1032,5.16685,5.257475,5.251025
36858,227603_at,NA,NA,6.853625,6.911475,6.3018,6.398275
36859,227604_at,LOC151146,151146,6.3136,6.33215,5.83895,5.9807
36860,227605_at,AIMP1,9255,6.8438,6.90275,7.2162,7.249625
36861,227606_s_at,STAMBPL1,57559,3.755175,3.861,4.41875,4.358575
36862,227607_at,STAMBPL1,57559,3.708325,3.950975,5.399375,5.42205
36863,227608_at,HNRNPUL2,221092,7.84415,7.873925,8.07425,8.230025
36864,227609_at,EPSTI1,94240,6.26495,6.007675,11.089675,10.778225
36865,227610_at,TSPAN11,441631,5.693175,5.805,4.800775,4.84115
36866,227611_at,TARSL2,123283,6.50165,6.295075,5.1443,5.2599
36867,227612_at,ELAVL3,1995,3.2438,3.131925,3.17285,2.8277
36868,227613_at,ZNF331,55422,5.2806,5.165175,5.926375,5.9284
36869,227614_at,HKDC1,80201,3.669025,3.6278,3.60405,3.548025
36870,227615_at,NA,NA,6.733475,6.789325,7.43525,7.471925
36871,227616_at,BCL9L,283149,4.76495,4.771525,5.096325,5.019175
36872,227617_at,TMEM201,199953,6.25865,6.4304,7.374225,7.422125
36873,227618_at,NA,NA,8.127075,8.3568,7.12925,7.063225
36874,227619_at,NA,NA,3.875725,4.0276,3.988475,3.755725
36875,227620_at,SLC44A1,23446,7.327475,7.093625,7.4396,7.965025
36876,227621_at,WTAP,9589,7.505425,7.4831,7.91505,7.941575
36877,227622_at,PCF11,51585,7.5755,7.333275,7.644825,7.599575
36878,227623_at,NA,NA,9.096025,9.10905,7.620225,7.57965
36879,227624_at,TET2,54790,7.447875,7.45335,7.22325,7.091225
36880,227625_s_at,STUB1,10273,11.44295,11.378025,11.00575,11.045025
36881,227626_at,PAQR8,85315,6.4834,6.54135,7.0068,7.098175
36882,227627_at,SGK3,23678,7.96995,7.905125,7.686925,7.74235
36883,227628_at,GPX8,493869,10.666075,10.583375,9.727325,9.721375
36884,227629_at,PRLR,5618,2.206775,2.3752,2.3869,2.2292
36885,227630_at,NA,NA,8.2754,8.341725,8.17655,8.419625
36886,227631_at,ABI2,10152,4.036575,3.93655,4.016025,3.948825
36887,227632_at,TBC1D24,57465,6.4839,6.350225,6.672,6.707925
36888,227633_at,RHEB,6009,6.408275,6.539525,7.40315,7.4703
36889,227634_at,STK32C,282974,5.3818,5.257675,5.1114,5.033475
36890,227635_at,RBBP6,5930,3.977475,3.8593,3.9595,3.917975
36891,227636_at,THAP5,168451,7.4651,7.51165,7.9082,8.029825
36892,227637_at,TFCP2,7024,7.086525,7.150725,7.099525,7.157625
36893,227638_at,KIAA1632,57724,7.20885,7.252725,7.2669,7.1681
36894,227639_at,PIGK,10026,8.257525,8.2832,9.11545,9.3211
36895,227640_s_at,NA,NA,7.63355,7.626925,7.2485,7.290575
36896,227641_at,FBXL16,146330,5.15275,5.2263,4.71595,4.71
36897,227642_at,TFCP2L1,29842,3.844925,3.834475,3.750725,3.804525
36898,227643_at,TPPP,11076,3.109925,3.23145,3.3049,3.203675
