No,Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
25538,216245_at,IL1RN,3557,3.1911,3.1266,3.065675,3.038375
25539,216246_at,NA,NA,8.314975,8.243075,8.0958,8.133875
25540,216247_at,NA,NA,3.6402,3.78855,3.0185,3.47405
25541,216248_s_at,NR4A2,4929,3.354,2.926,3.78775,4.2194
25542,216249_at,PVT1,5820,4.004775,3.8956,3.9929,3.986975
25543,216250_s_at,LPXN,9404,7.939625,8.313725,6.916725,6.690425
25544,216251_s_at,TTLL12,23170,7.2568,7.406925,7.418425,7.4198
25545,216252_x_at,FAS,355,4.54175,4.2852,5.18885,4.7651
25546,216253_s_at,PARVB,29780,5.1156,5.064275,4.79825,4.776675
25547,216254_at,PARVB,29780,3.956625,4.146825,3.953525,3.75
25548,216255_s_at,GRM8,2918,2.307025,2.344875,2.149475,2.3077
25549,216256_at,GRM8,2918,4.411075,4.447175,4.38565,4.397875
25550,216257_at,SERPINB13,5275,3.21565,3.16025,3.221125,3.161425
25551,216258_s_at,SERPINB13,5275,2.425025,2.3574,2.3041,2.383775
25552,216259_at,NA,NA,3.074625,2.974075,3.0965,2.8767
25553,216260_at,DICER1,23405,2.92465,2.977875,3.078875,3.180625
25554,216261_at,ITGB3,3690,4.496925,4.44395,4.2266,4.077375
25555,216262_s_at,TGIF2,60436,7.6685,7.731675,7.28875,7.2129
25556,216263_s_at,NGDN,25983,3.86245,3.669375,4.215225,4.30955
25557,216264_s_at,LAMB2,3913,8.706425,8.408125,8.000075,7.937475
25558,216265_x_at,MYH7,4625,4.25455,4.40545,4.548425,4.322875
25559,216266_s_at,ARFGEF1,10565,7.000425,7.12195,7.0728,6.990775
25560,216267_s_at,TMEM115,11070,6.65615,6.623,6.500875,6.5164
25561,216268_s_at,JAG1,182,10.174925,9.918925,9.96665,9.3851
25562,216269_s_at,ELN,2006,4.39065,4.305975,4.206075,4.2845
25563,216270_at,NA,NA,4.274775,4.1099,4.15005,4.174725
25564,216271_x_at,SYDE1,85360,5.2895,5.40095,5.416425,5.382175
25565,216272_x_at,SYDE1,85360,6.1494,6.0905,6.064325,6.054825
25566,216273_at,ZNF460,10794,4.620875,4.56625,4.42725,4.37955
25567,216274_s_at,SEC11A,23478,11.45895,11.47435,11.540825,11.571325
25568,216275_at,BUB1,699,4.045525,3.980025,4.019,4.07335
25569,216276_s_at,ADAM3A,1587,2.550075,2.517275,2.382575,2.4994
25570,216277_at,BUB1,699,2.72265,2.65445,2.8503,2.789375
25571,216278_at,NA,NA,3.2403,3.07445,3.0597,3.038625
25572,216279_at,ZNF460,10794,2.6148,2.493175,2.70565,2.7665
25573,216280_s_at,DICER1,23405,3.017375,2.95725,2.97845,3.053925
25574,216281_at,DICER1,23405,2.9926,3.064325,3.275675,3.1515
25575,216282_x_at,NA,NA,5.73525,5.8039,5.89125,6.025
25576,216283_s_at,PVR,5817,6.153425,6.14315,5.656225,5.840225
25577,216284_at,NA,NA,3.456475,3.462275,3.4613,3.4592
25578,216285_at,DGCR14,8220,4.910925,4.899025,4.823825,4.89825
25579,216286_at,NA,NA,2.638225,2.603125,2.3963,2.31
25580,216287_at,NA,NA,2.5308,2.6329,2.551975,2.511725
25581,216288_at,CYSLTR1,10800,2.438625,2.42285,2.346525,2.4076
25582,216289_at,GPR144,347088,4.823375,4.71235,4.569525,4.68225
25583,216290_x_at,NA,NA,3.550325,3.5129,3.3383,3.3858
25584,216291_at,ZNF440,126070,2.73915,2.757575,2.588925,2.510625
25585,216292_at,NA,NA,4.1888,3.87025,3.971825,4.17465
25586,216293_at,CLTA,1211,6.3112,6.4106,6.17175,6.176125
25587,216294_s_at,KIAA1109,84162,4.0589,4.05045,4.012375,4.060425
25588,216295_s_at,CLTA,1211,12.0758,12.041525,11.98675,11.925625
25589,216296_at,CLTA,1211,5.231025,5.26585,5.126775,5.06765
25590,216297_at,NA,NA,2.321675,2.30595,2.439525,2.445
25591,216298_at,NA,NA,2.51195,2.4924,2.3558,2.490775
25592,216299_s_at,XRCC3,7517,4.59175,4.52235,4.693125,4.619125
25593,216300_x_at,RARA,5914,6.32245,6.465775,6.21535,6.135725
25594,216301_at,LOC100293713,100293713,3.7392,3.811425,3.462575,3.4007
25595,216302_at,NA,NA,4.806675,4.78515,4.9284,4.8363
25596,216303_s_at,MTMR1,8776,3.5052,3.687175,3.444725,3.511475
25597,216304_x_at,YME1L1,10730,10.6008,10.568225,10.530475,10.450225
25598,216305_s_at,C2orf3,6936,6.7325,6.56705,7.27475,7.34195
25599,216306_x_at,PTBP1,5725,11.186825,11.251625,11.49415,11.55805
25600,216307_at,DGKB,1607,2.157025,2.188025,2.173525,2.11945
25601,216308_x_at,GRHPR,9380,8.9132,8.928025,8.8657,8.947875
25602,216309_x_at,JRK,8629,7.1094,7.102725,7.2262,7.230825
25603,216310_at,TAOK1,57551,7.301175,7.1588,7.064625,7.15395
25604,216311_at,LOC728361,728361,4.3002,4.4586,4.465575,4.37385
25605,216312_at,ATP2B3,492,4.27935,4.257375,4.1579,4.13315
25606,216313_at,PCDHB17,54661,2.408525,2.433925,2.307575,2.404325
25607,216314_at,CRISP1,167,1.992175,2.105,2.120825,2.162025
25608,216315_x_at,NA,NA,4.752275,4.6125,4.61445,4.47025
25609,216316_x_at,NA,NA,4.480675,4.5093,4.63565,4.925675
25610,216317_x_at,RHCE,6006,4.23455,4.467125,4.400175,4.440525
25611,216318_at,NA,NA,4.716725,4.788875,4.66625,4.616925
25612,216319_at,NA,NA,2.479475,2.467675,2.4604,2.482075
25613,216320_x_at,MST1,4485,6.375325,6.3036,6.215875,6.0612
25614,216321_s_at,NR3C1,2908,8.070325,8.0592,9.915775,10.110775
25615,216322_at,CD58,965,2.491525,2.39405,2.94645,3.052425
25616,216323_x_at,TUBA3D,113457,7.62665,7.55895,7.778475,7.793425
25617,216324_at,NA,NA,3.4219,3.3978,3.2291,3.46765
25618,216325_x_at,RTEL1,51750,5.715375,5.56475,6.46135,6.393525
25619,216326_s_at,HDAC3,8841,8.061125,8.062125,8.2672,8.369475
25620,216327_s_at,SIGLEC8,27181,3.5589,3.4839,3.450425,3.3735
25621,216328_at,SIGLEC8,27181,2.511575,2.517,2.4758,2.5152
25622,216329_at,NA,NA,4.186925,4.283575,4.15565,4.2565
25623,216330_s_at,POU6F1,5463,4.351175,4.252525,4.395975,4.353775
25624,216331_at,ITGA7,3679,4.6314,4.7855,4.932125,4.938925
25625,216332_at,POU6F1,5463,4.763675,5.03005,4.895325,4.7662
25626,216333_x_at,NA,NA,5.589925,5.623725,5.534225,5.59445
25627,216334_s_at,CYP2A7P1,1550,3.48475,3.67775,3.579575,3.595625
25628,216336_x_at,NA,NA,9.345,9.4612,10.0491,9.953875
25629,216337_at,NA,NA,3.98365,4.1575,3.9694,3.9383
25630,216338_s_at,YIPF3,25844,8.18425,8.218575,7.600925,7.5502
25631,216339_s_at,NA,NA,3.44445,3.453025,3.415925,3.50315
25632,216340_s_at,CYP2A7P1,1550,4.23185,4.394425,4.3783,4.396325
25633,216341_s_at,GNRHR,2798,3.0914,3.272475,3.16375,3.199175
25634,216342_x_at,RPS4X,6191,12.247375,12.2289,12.25585,12.414175
25635,216343_at,PCDHGA3,56112,3.753125,3.887425,3.850325,3.814475
25636,216344_at,NPHP4,261734,4.728975,4.722675,4.648225,4.63425
25637,216345_at,KIAA0913,23053,4.543375,4.454,4.55065,4.451475
25638,216346_at,SEC14L3,266629,3.021275,2.952225,2.90785,2.93605
25639,216347_s_at,PPP1R13B,23368,6.45685,6.482625,6.762725,6.6375
25640,216348_at,RPS17P5,442216,8.574625,8.5437,8.1104,8.302175
25641,216349_at,FH,2271,4.9021,4.975425,5.302425,5.38815
25642,216350_s_at,ZNF10,7556,4.6128,4.468125,4.709575,4.7615
25643,216351_x_at,NA,NA,2.86525,2.856375,2.7373,2.966925
25644,216352_x_at,PCDHGA3,56112,3.005125,2.965675,2.580825,2.638
25645,216353_s_at,NA,NA,2.78035,2.652375,2.815475,2.8166
25646,216354_at,NA,NA,5.6743,5.648,5.309925,5.47605
25647,216355_at,PCDHB17,54661,2.8512,2.921275,2.879225,2.92285
25648,216356_x_at,BAIAP3,8938,5.6233,5.6441,5.590975,5.550975
25649,216357_at,SNX1,6642,3.2813,3.12875,3.1722,3.09135
25650,216358_at,NA,NA,3.94655,4.0511,3.7653,3.77305
25651,216359_at,NA,NA,2.750675,2.793625,2.824625,2.904425
25652,216360_x_at,RRP12,23223,5.12815,5.122275,4.93185,4.978425
25653,216361_s_at,MYST3,7994,2.88275,2.99775,3.334475,3.3615
25654,216362_at,NA,NA,3.275225,3.3794,3.271575,3.285825
25655,216363_at,NA,NA,5.34325,5.329075,5.236125,5.265175
25656,216364_s_at,AFF2,2334,3.593375,3.6452,3.28275,3.46415
25657,216365_x_at,NA,NA,4.160825,3.9868,4.075225,4.027925
25658,216366_x_at,NA,NA,5.7361,5.6305,5.537825,5.628675
25659,216367_at,COL4A3,1285,3.368675,3.552025,3.30075,3.36315
25660,216368_s_at,COL4A3,1285,2.570075,2.722675,2.648025,2.788325
25661,216369_at,NA,NA,2.70965,2.6648,2.68045,2.602525
25662,216370_s_at,TKTL1,8277,3.720275,3.84755,3.59575,3.56565
25663,216371_at,NA,NA,5.143,5.226425,5.039525,5.080225
25664,216372_at,NA,NA,4.152375,4.170075,4.100325,4.1081
25665,216373_at,TAPT1,202018,2.672475,2.742875,2.6681,2.592025
25666,216374_at,NA,NA,3.27215,3.2476,3.342025,3.39265
25667,216375_s_at,ETV5,2119,5.34595,5.256625,5.333475,5.282125
25668,216376_x_at,NA,NA,3.477075,3.744825,3.134775,3.229825
25669,216377_x_at,ALPPL2,251,5.053275,5.161025,4.82885,4.8849
25670,216378_at,NA,NA,2.67995,2.6692,2.54455,2.5066
25671,216379_x_at,CD24,100133941,3.884775,4.09275,3.30745,3.45645
25672,216380_x_at,NA,NA,9.88305,9.92245,9.64415,9.783975
25673,216381_x_at,AKR7A3,22977,6.6314,6.516575,6.895625,6.91475
25674,216382_s_at,MLL2,8085,6.557875,6.54985,5.875875,5.954225
25675,216383_at,NA,NA,7.628725,7.7085,7.242225,7.3923
25676,216384_x_at,NA,NA,11.57575,11.63745,11.8737,11.86815
25677,216385_at,NA,NA,6.04245,6.0768,5.96805,5.94975
25678,216386_at,LOC220077,220077,3.492075,3.57175,3.60945,3.5987
25679,216387_x_at,LOC399804,399804,5.541525,5.537225,5.56995,5.587775
25680,216388_s_at,LTB4R,1241,4.945175,4.9436,5.21195,5.34465
25681,216389_s_at,DCAF11,80344,5.949375,5.93675,6.042675,5.981925
25682,216390_at,LCAT,3931,4.62135,4.825225,4.6795,4.65135
25683,216391_s_at,NA,NA,4.3227,4.3364,4.2733,4.2343
25684,216392_s_at,SEC23IP,11196,7.804475,7.77885,7.525275,7.5845
25685,216393_at,C10orf12,26148,3.678075,3.832625,3.72555,3.810625
25686,216394_x_at,NA,NA,4.252425,4.295525,4.166575,4.0162
25687,216395_at,FBXL18,80028,3.9877,4.26285,4.0691,4.096725
25688,216396_s_at,EI24,9538,10.026075,10.042075,9.707875,9.776375
25689,216397_s_at,NA,NA,6.17015,6.275925,6.1511,6.102725
25690,216398_at,GYPB,2994,4.348825,4.3079,4.29115,4.11715
25691,216399_s_at,SCAPER,49855,4.249,4.088225,5.362175,5.45885
25692,216400_at,NA,NA,4.025,4.018575,3.9482,3.9118
25693,216401_x_at,NA,NA,3.512575,3.5105,3.487725,3.40205
25694,216402_at,SEC14L4,284904,3.615675,3.50305,3.492025,3.450125
25695,216403_at,SP3P,160824,2.27815,2.439175,2.25305,2.18445
25696,216404_at,ATXN8OS,6315,3.90435,3.97535,3.8495,3.9844
25697,216405_at,NA,NA,4.71125,4.7692,4.5554,4.5634
25698,216406_at,NA,NA,2.254025,2.12395,2.26105,2.2862
25699,216407_at,VAC14,55697,5.055375,5.09755,5.32315,4.995975
25700,216408_at,OR2B2,81697,2.41135,2.49875,2.445425,2.69815
25701,216409_at,ACSL6,23305,4.846,4.895575,4.6752,4.7025
25702,216410_at,NA,NA,4.376275,4.442775,4.483875,4.549325
25703,216411_s_at,NA,NA,5.506325,5.5003,5.6217,5.71275
25704,216412_x_at,NA,NA,4.210925,4.351375,4.23605,4.2002
25705,216413_at,NA,NA,2.769075,2.796325,2.98675,2.857875
25706,216414_at,NA,NA,2.654375,2.818975,2.588475,2.68215
25707,216415_at,DNAH3,55567,2.3442,2.399425,2.289575,2.389125
25708,216416_at,NA,NA,3.62015,3.769825,3.665575,3.711925
25709,216417_x_at,HOXB9,3219,5.495625,5.364925,4.53045,4.738975
25710,216418_at,ABCD1,215,3.5894,3.552675,3.4824,3.41755
25711,216419_at,CROCC,9696,3.694225,3.56795,3.496075,3.461325
25712,216420_at,NA,NA,2.5107,2.532025,2.64345,2.5756
25713,216421_at,NA,NA,6.543675,6.467225,6.071175,6.195
25714,216422_at,NA,NA,3.60025,3.589825,3.9068,3.988175
25715,216423_at,NA,NA,3.92175,3.819425,3.8973,4.00925
25716,216424_at,CD4,920,3.162075,3.195425,3.094525,3.16125
25717,216425_at,NA,NA,4.90985,4.954625,4.94225,4.972825
25718,216426_at,TCEB1,6921,5.05755,5.02725,4.903175,4.9778
25719,216427_at,NA,NA,4.256275,4.228525,4.228275,4.1432
25720,216428_x_at,KIR3DX1,90011,2.608525,2.72555,2.573125,2.441125
25721,216429_at,NA,NA,4.257425,4.0232,4.104375,4.180575
25722,216430_x_at,NA,NA,3.633925,3.74625,3.666025,3.7274
25723,216431_at,NA,NA,3.886675,3.958225,3.873225,3.833675
25724,216432_at,SLC28A2,9153,3.1066,2.961275,2.887475,3.0282
25725,216433_s_at,PRDM2,7799,2.989025,2.95785,2.8537,2.975675
25726,216434_at,TTC38,55020,5.889475,6.016325,5.708475,5.756125
25727,216435_at,MAP2K5,5607,2.0853,1.9851,2.00355,2.0871
25728,216436_at,PIK3R4,30849,2.60685,2.62565,2.49985,2.61765
25729,216437_at,NA,NA,4.421075,4.43085,4.379025,4.433125
25730,216438_s_at,NA,NA,14.0461,14.062,13.953475,13.926175
25731,216439_at,TNK2,10188,5.462325,5.394375,5.265675,5.38585
25732,216440_at,ERC1,23085,2.650075,2.549225,2.435025,2.409625
25733,216441_at,NA,NA,2.064025,1.9435,2.030975,1.975075
25734,216442_x_at,FN1,2335,13.604625,13.58715,13.113425,13.146825
25735,216443_at,NA,NA,2.348925,2.299925,2.220125,2.285875
25736,216444_at,NA,NA,2.77475,2.71835,2.694275,2.755
25737,216445_at,PRDM2,7799,3.161575,2.941725,2.97145,3.0528
25738,216446_at,NA,NA,5.203725,5.276925,5.221925,5.141375
25739,216447_at,NA,NA,3.341825,3.206975,3.102325,3.26865
25740,216448_at,NA,NA,4.27185,4.33645,4.28245,4.27495
25741,216449_x_at,HSP90B1,7184,11.4515,11.414375,10.834925,10.842775
25742,216450_x_at,HSP90B1,7184,8.158175,8.1752,7.52805,7.660425
25743,216451_at,STK38,11329,3.61375,3.724625,3.497925,3.4459
25744,216452_at,TRPM3,80036,2.6398,2.648275,2.442975,2.59055
25745,216453_at,ZNF287,57336,3.455425,3.545975,3.118775,3.28365
25746,216454_at,TRMT1,55621,3.811075,3.889775,3.934225,3.779825
25747,216455_at,FLJ00049,645372,4.766875,4.772875,4.840725,4.814025
25748,216456_at,NA,NA,2.41095,2.46675,2.616425,2.654425
25749,216457_s_at,SF3A1,10291,9.29065,9.25455,9.752175,9.87495
25750,216458_at,PQLC3,130814,5.51565,5.639875,5.294725,5.30745
25751,216459_x_at,TIGD1L,414771,2.413075,2.4369,2.5261,2.4255
25752,216460_at,FLJ00049,645372,4.7388,4.883875,4.731675,4.862575
25753,216461_at,NA,NA,4.891875,5.09635,4.90105,4.820975
25754,216462_at,NA,NA,2.141,2.29615,2.25615,2.259125
25755,216463_at,NA,NA,2.3702,2.3363,2.3754,2.34525
25756,216464_x_at,GPR44,11251,3.675075,3.887,3.7412,3.74825
25757,216465_at,NA,NA,4.1828,4.275775,4.083475,4.09165
25758,216466_at,NAV3,89795,2.56295,2.704675,2.331325,2.31175
25759,216467_s_at,NA,NA,2.9395,3.053625,3.160775,2.9973
25760,216468_s_at,ZNF682,91120,2.16245,2.11015,2.9169,2.68525
25761,216469_at,LOC100288765,100288765,2.194525,2.223725,2.23925,2.159425
25762,216470_x_at,NA,NA,5.784875,5.841975,5.13615,5.0631
25763,216471_x_at,SSX2,6757,3.460475,3.43385,3.372525,3.2647
25764,216472_at,NA,NA,4.6136,4.5232,4.557275,4.63125
25765,216473_x_at,NA,NA,5.53295,5.6812,5.5103,5.51785
25766,216474_x_at,NA,NA,3.86285,4.04875,3.93005,3.770825
25767,216475_at,NA,NA,5.347925,5.2146,5.277975,5.3659
25768,216476_at,NA,NA,4.474775,4.413275,4.424425,4.429025
25769,216477_at,NA,NA,3.004575,2.98595,3.0025,3.040175
25770,216478_at,NA,NA,2.4651,2.338125,2.3991,2.4548
25771,216479_at,NA,NA,3.752075,3.78545,3.437275,3.54885
25772,216480_x_at,MLLT10,8028,3.45745,3.64865,3.60595,3.657425
25773,216481_at,GRIP2,80852,5.065125,5.16575,4.977375,5.05665
25774,216482_x_at,ZNF79,7633,3.98545,4.0134,3.8292,3.965625
25775,216483_s_at,C19orf10,56005,10.53685,10.5519,10.095725,10.0548
25776,216484_x_at,HDGF,3068,8.7149,8.803325,9.2222,9.311775
25777,216485_s_at,TPSAB1,7177,5.071375,5.43135,5.043425,5.105425
25778,216486_x_at,ZNF79,7633,5.944075,5.759925,5.7536,5.79195
25779,216487_at,NA,NA,2.687075,2.683975,2.6669,2.55445
25780,216488_s_at,ATP11A,23250,5.786875,5.8494,5.946075,6.2711
25781,216489_at,TRPM3,80036,3.29385,3.31485,3.195425,3.4231
25782,216490_x_at,NA,NA,5.6331,5.604175,5.34215,5.51735
25783,216491_x_at,IGHM,3507,3.815,3.87615,3.742725,3.6685
25784,216492_at,KIR3DX1,90011,4.6841,4.53595,4.515875,4.460575
25785,216493_s_at,IGF2BP3,10643,8.24945,8.332825,7.806725,7.777125
25786,216494_at,IGF2BP3,10643,4.71965,4.877675,4.78795,4.566475
25787,216495_x_at,IVD,3712,5.3409,5.37505,5.1426,5.16465
25788,216496_s_at,NA,NA,3.788025,3.669625,3.854025,3.54265
25789,216497_at,NA,NA,3.566325,3.613075,3.727825,3.836275
25790,216498_at,NA,NA,3.1929,3.1222,2.915975,3.044675
25791,216499_at,NA,NA,4.52595,4.23865,4.4132,4.3426
25792,216500_at,NA,NA,5.5708,5.630475,5.30475,5.210675
25793,216501_at,VAC14,55697,3.930525,3.89995,3.6675,3.8405
25794,216502_at,ISG20L2,81875,3.068425,3.08375,2.930125,2.924
25795,216503_s_at,MLLT10,8028,6.51985,6.481125,7.015675,7.042325
25796,216504_s_at,SLC39A8,64116,2.7147,2.842375,2.28755,2.313775
25797,216505_x_at,RPS10P5,93144,9.9326,9.888775,9.7499,9.877275
25798,216506_x_at,MLLT10,8028,6.12895,6.159275,6.398375,6.4882
25799,216507_at,TAPT1,202018,3.60845,3.616,3.572275,3.39835
25800,216508_x_at,NA,NA,9.82105,9.818025,10.23125,10.340825
25801,216509_x_at,MLLT10,8028,3.92405,3.813525,3.681875,3.77805
25802,216510_x_at,NA,NA,2.5981,2.778025,2.68245,2.532975
25803,216511_s_at,TCF7L2,6934,7.4305,7.358175,7.93575,7.9488
25804,216512_s_at,DCT,1638,4.0965,4.054025,4.063225,3.97105
25805,216513_at,DCT,1638,2.8095,2.671325,2.75645,2.807875
25806,216514_at,NA,NA,2.992975,2.991975,2.921375,3.07995
25807,216515_x_at,PTMA,5757,12.052775,12.0993,12.16435,12.212025
25808,216516_at,NA,NA,2.795725,2.905375,2.5391,2.5664
25809,216517_at,NA,NA,2.7308,2.80115,2.72105,2.816675
25810,216518_at,NA,NA,2.11855,2.11995,2.2121,2.118725
25811,216519_s_at,PROSC,11212,2.982,3.145925,2.968675,2.996325
25812,216520_s_at,TPT1,7178,13.80345,13.809325,13.67615,13.71365
25813,216521_s_at,BRCC3,79184,6.327025,6.3852,7.14885,7.0081
25814,216522_at,OR2B6,26212,2.692575,2.686675,2.735175,2.7047
25815,216524_x_at,NA,NA,7.3236,7.16145,7.117,7.164375
25816,216525_x_at,PMS2L3,5387,8.245675,8.216225,7.935825,7.969025
25817,216526_x_at,HLA-C,3107,11.622925,11.3962,13.32695,13.062525
25818,216527_at,NA,NA,3.896375,3.75345,3.927075,3.895425
25819,216528_at,NA,NA,3.8231,3.80435,3.826725,3.9995
25820,216529_at,NA,NA,2.293075,2.410725,2.46765,2.3215
25821,216530_at,NA,NA,4.8437,4.7772,4.695025,4.50075
25822,216531_at,YY2,404281,5.1129,5.03405,5.093825,4.9752
25823,216532_x_at,GLRX3,10539,8.61385,8.691825,8.515475,8.535525
25824,216533_at,PCCA,5095,2.033525,2.144825,2.19105,2.12725
25825,216534_at,NA,NA,3.0275,3.171025,3.097525,3.168125
25826,216535_at,NA,NA,4.504725,4.540925,4.29085,4.34795
25827,216536_at,OR7E19P,26651,3.086375,3.04045,3.03815,3.063125
25828,216537_s_at,SIGLEC7,27036,5.80575,5.750625,5.631325,5.63025
25829,216538_at,NA,NA,4.4061,4.340225,4.2807,4.280725
25830,216539_at,ATXN3L,92552,2.464625,2.308975,2.365575,2.36215
25831,216540_at,TRD@,6964,3.36125,3.395125,3.2799,3.18485
25832,216541_x_at,NA,NA,3.5137,3.34145,3.305925,3.3143
25833,216542_x_at,NA,NA,5.195375,5.120175,5.04865,5.1663
25834,216543_at,NA,NA,2.644725,2.76965,2.744125,2.781775
25835,216544_at,RBMY2FP,159162,2.844125,2.71085,2.688825,2.810875
25836,216545_at,NA,NA,4.135875,4.0377,4.100175,4.187825
25837,216546_s_at,CHI3L1,1116,3.3053,3.388825,3.329625,3.15435
25838,216547_at,NA,NA,6.86895,6.77115,6.539675,6.6075
25839,216548_x_at,HMGB3L1,128872,7.0037,7.141925,6.9696,7.215625
25840,216549_s_at,TBC1D22B,55633,3.1662,2.939525,3.274375,3.309525
25841,216550_x_at,ANKRD12,23253,7.9282,7.6884,8.247925,8.108325
25842,216551_x_at,PLCG1,5335,6.9269,7.016775,6.55525,6.586525
25843,216552_x_at,NA,NA,4.045075,4.063025,4.099875,4.0668
25844,216553_x_at,NA,NA,2.646775,2.68955,2.55245,2.58505
25845,216554_s_at,NA,NA,6.2979,6.410675,6.56345,6.592575
25846,216555_at,C22orf30,253143,4.824625,4.7403,4.865925,4.7704
25847,216556_x_at,NA,NA,4.08055,4.099425,4.32515,4.2489
25848,216557_x_at,NA,NA,3.506575,3.404175,3.3444,3.4303
25849,216558_x_at,NA,NA,3.332725,3.193825,3.1572,3.02945
25850,216559_x_at,NA,NA,9.302625,9.411675,9.28295,9.38025
25851,216560_x_at,IGL@,3535,4.622925,4.653625,4.5101,4.7166
25852,216561_x_at,SOX5,6660,2.80525,3.03525,2.93165,2.9588
25853,216562_at,NA,NA,5.49995,5.6634,5.44685,5.4405
25854,216563_at,ANKRD12,23253,7.283275,7.15665,7.55835,7.5363
25855,216564_at,NA,NA,3.660275,3.8108,4.00775,4.022875
25856,216565_x_at,NA,NA,9.3301,9.333075,11.09905,10.863275
25857,216566_at,NA,NA,3.00795,3.101225,2.965225,3.06045
25858,216567_at,NA,NA,3.763875,4.0077,3.887275,3.909925
25859,216568_x_at,NA,NA,4.4274,4.3198,4.490575,4.43575
25860,216569_at,NA,NA,3.330675,3.3273,3.3189,3.3272
25861,216570_x_at,RPL29,6159,11.044725,11.06025,10.844225,11.03465
25862,216571_at,LOC100289791,100289791,4.98505,4.859425,4.63595,4.700725
25863,216572_at,FOXL1,2300,3.913475,3.798375,3.86685,3.91895
25864,216573_at,NA,NA,2.76045,2.75985,2.733125,2.71215
25865,216574_s_at,NA,NA,6.42775,6.529925,6.971525,6.916625
25866,216575_at,NA,NA,2.2522,2.367325,2.424875,2.416875
25867,216576_x_at,NA,NA,4.069025,4.072125,3.875925,3.9572
25868,216577_at,NA,NA,5.1508,5.12325,5.02715,4.97285
25869,216578_at,NA,NA,3.861025,3.87055,3.497425,3.641375
25870,216579_at,GJB4,127534,4.702975,4.5233,4.4006,4.465675
25871,216580_at,RPL7,6129,2.349225,2.526225,2.181175,2.2018
25872,216581_at,NA,NA,4.332975,4.486325,4.3452,4.455475
25873,216582_at,POM121L2,94026,4.585225,4.641525,4.5853,4.634125
25874,216583_x_at,NHP2,55651,6.88815,7.003325,6.93785,7.02175
25875,216584_at,NA,NA,5.06425,4.942125,4.84205,4.85415
25876,216585_at,NA,NA,3.505225,3.672525,3.582675,3.635275
25877,216586_at,NA,NA,4.322075,4.386425,4.58495,4.5969
25878,216587_s_at,FZD8,8325,4.56955,4.793575,3.980425,4.07125
25879,216588_at,RPL7,6129,2.35775,2.39315,2.17585,2.3336
25880,216589_at,LOC390998,390998,4.652625,4.6351,4.076025,4.0693
25881,216590_at,GNAT3,346562,2.5768,2.50175,2.3837,2.492375
25882,216591_s_at,SDHC,6391,8.7973,8.8043,8.631725,8.7814
25883,216592_at,MAGEC3,139081,2.586,2.5149,2.48695,2.46865
25884,216593_s_at,NA,NA,6.5632,6.6782,7.12185,7.1224
25885,216594_x_at,AKR1C1,1645,5.275675,5.209375,4.34835,4.2252
25886,216595_at,FAM186A,121006,2.10125,2.112825,2.476525,2.35375
25887,216596_at,DKFZP434L187,26082,3.599625,3.695125,3.5836,3.557175
25888,216597_at,NA,NA,4.205725,4.31405,4.20415,4.327225
25889,216598_s_at,CCL2,6347,11.810025,11.45925,9.251075,8.3364
25890,216599_x_at,SLC22A6,9356,4.45335,4.431,4.363925,4.12085
25891,216600_x_at,ALDOB,229,5.531075,5.5081,5.3002,5.360575
25892,216601_at,LOC90586,90586,5.69925,5.6218,5.674425,5.5235
25893,216602_s_at,FARSA,2193,7.4154,7.50725,7.7523,7.7431
25894,216603_at,SLC7A8,23428,4.410725,4.32065,4.217575,4.2457
25895,216604_s_at,SLC7A8,23428,5.27585,5.248275,5.021225,5.09015
25896,216605_s_at,CEACAM21,90273,4.1449,4.0675,3.41315,3.4352
25897,216606_x_at,LYPLA2P1,653639,8.054925,8.071225,7.335825,7.2702
25898,216607_s_at,CYP51A1,1595,6.925025,6.940875,7.366075,7.223775
25899,216608_at,LOC26102,26102,5.0179,5.100325,5.09665,5.1051
25900,216609_at,TXN,7295,7.4846,7.379,7.353575,7.401375
25901,216610_at,SLC6A2,6530,2.486175,2.606625,2.428775,2.5774
25902,216611_s_at,SLC6A2,6530,5.1471,5.2041,4.9081,5.058775
25903,216612_x_at,NA,NA,2.616375,2.470225,2.487025,2.525075
25904,216613_at,NA,NA,2.330475,2.4753,2.380475,2.4009
25905,216614_at,NA,NA,4.65495,4.747675,4.6932,5.008625
25906,216615_s_at,HTR3A,3359,3.7964,3.833025,3.725225,3.742275
25907,216616_at,NA,NA,2.76845,2.717475,2.729,2.695075
25908,216617_s_at,MAG,4099,3.590875,3.56035,3.251,3.366225
25909,216618_at,NA,NA,2.3244,2.290325,2.504225,2.3943
25910,216619_at,GTPBP10,85865,2.24465,2.2779,2.308875,2.428625
25911,216620_s_at,ARHGEF10,9639,9.6,9.6632,9.4861,9.573425
25912,216621_at,NA,NA,3.6669,3.518825,3.49935,3.56735
25913,216622_at,LAMB4,22798,2.66815,2.7409,2.688775,2.697625
25914,216623_x_at,TOX3,27324,2.236025,2.111775,1.98715,2.04445
25915,216624_s_at,MLL,4297,3.2281,3.281775,3.64355,3.274175
25916,216625_at,NA,NA,2.00505,1.994375,2.1724,1.9326
25917,216626_at,NA,NA,3.297225,3.381325,3.30225,3.34515
