Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
1552800_at,ABHD11,83451,5.88445,5.720825,5.680475,5.676925
1552801_at,CAPN13,92291,2.358325,2.3754,2.316925,2.277675
1552803_a_at,STMN1,3925,2.8896,2.7175,2.707875,2.751625
1552804_a_at,TIRAP,114609,5.26525,5.214775,4.94125,5.014525
1552806_a_at,NA,NA,3.02725,3.183675,3.046475,3.096025
1552807_a_at,NA,NA,4.3123,4.1819,4.2155,4.2461
1552808_at,ADAMTSL1,92949,2.55235,2.6503,2.5443,2.563675
1552809_at,RFX4,5992,2.594,2.68965,2.5313,2.667175
1552811_at,WFIKKN1,117166,5.83455,5.7942,5.54195,5.52365
1552812_a_at,SENP1,29843,4.1634,4.16715,5.1172,5.24965
1552813_at,KLF14,136259,4.33355,4.209125,4.066575,4.07955
1552814_a_at,KLF14,136259,2.84035,2.84095,2.85345,2.745125
1552816_at,NXNL2,158046,3.276025,3.074775,2.88625,2.92165
1552818_a_at,BRS3,680,2.645,2.7449,2.6126,2.571225
1552819_at,NCRNA00205,257103,4.02835,4.0498,3.7913,3.9687
1552822_at,TMX3,54495,2.9761,3.14075,2.8838,2.83545
1552825_at,ZNF396,252884,2.25775,2.191875,2.34645,2.279775
1552826_at,SLC26A7,115111,2.21945,2.081325,2.02035,2.0838
1552827_s_at,SLC26A7,115111,2.60225,2.72235,2.5707,2.533725
1552828_at,SNX18,112574,4.319525,4.384675,4.37315,4.38445
1552829_at,NA,NA,4.03135,4.13355,3.99605,3.967975
1552830_at,FBXO39,162517,3.903975,3.864125,3.58485,3.66515
1552833_at,B3GNT6,192134,4.373875,4.5119,4.321375,4.2802
1552834_at,B3GNT6,192134,4.75165,4.737575,4.577075,4.660675
1552835_at,DENND1B,163486,2.68465,2.608925,2.648525,2.609075
1552836_at,ZNF619,285267,5.00365,5.0719,5.19885,5.41615
1552837_at,ICK,22858,2.03905,2.073025,2.020275,1.916475
1552839_at,FAM71D,161142,2.6495,2.626725,2.4388,2.6122
1552841_s_at,BCL2L14,79370,2.817575,2.877725,2.64615,2.555975
1552842_at,HS6ST3,266722,3.31785,3.403725,3.44265,3.5179
1552843_at,SLC26A1,10861,2.8022,2.903475,2.794425,2.8079
1552845_at,CLDN15,24146,6.024825,5.906325,5.56935,5.4916
1552846_s_at,RAB42,115273,5.41245,5.287625,6.400225,6.0932
1552848_a_at,PTCHD1,139411,2.598575,2.7516,2.68535,2.878075
1552849_at,C2orf65,130951,2.14605,2.138175,2.141175,2.1563
1552851_at,ZSCAN4,201516,2.394525,2.40125,2.457725,2.33965
1552852_a_at,ZSCAN4,201516,2.7249,2.761775,2.559025,2.49815
1552853_at,VWA5B1,127731,3.657775,3.85525,3.5152,3.469225
1552854_a_at,VWA5B1,127731,3.6741,3.807375,3.637675,3.67155
1552856_at,TMEM148,197196,2.7398,2.833175,2.86245,2.90805
1552857_a_at,HTR6,3362,3.1574,3.337875,2.99825,2.993225
1552858_at,MAGEB6,158809,1.968075,1.918,2.146275,2.1478
1552860_at,TCEB3C,162699,2.7876,2.869175,2.8721,2.8233
1552862_at,C1orf104,284618,5.975275,5.801925,5.77985,5.683675
1552863_a_at,CACNG6,59285,6.117575,6.09795,6.228725,6.13075
1552865_a_at,IFLTD1,160492,4.0289,4.164775,4.1677,4.21465
1552867_at,NA,NA,3.57615,3.650125,3.71245,3.38545
1552868_at,C19orf23,148046,5.571175,5.5596,5.479875,5.514
1552870_s_at,C1orf125,126859,2.120675,2.162825,2.1395,2.06745
1552872_at,NCRNA00105,80161,4.7483,4.73025,3.87525,3.7165
1552873_s_at,NCRNA00105,80161,5.519525,5.5498,5.587175,5.566325
1552875_a_at,CD200R1,131450,2.1994,2.302125,2.13885,2.0585
1552876_at,C21orf89,114042,2.538,2.617775,2.727175,2.666375
1552877_s_at,C21orf89,114042,4.697275,4.804875,4.55205,4.75155
1552878_at,ATOH7,220202,2.2296,2.21485,2.105325,2.105625
1552879_a_at,ATOH7,220202,2.823225,2.85475,2.926775,2.833125
1552880_at,SEC16B,89866,2.437575,2.3964,2.448225,2.38725
1552882_a_at,FAM123B,139285,3.2414,3.1513,3.3118,3.52155
1552884_at,NKX6-3,157848,3.497525,3.5286,3.18005,3.3297
1552885_a_at,NKX6-3,157848,5.3235,5.2372,5.23645,5.0863
1552887_at,C10orf27,219793,3.4035,3.33195,3.054375,3.21195
1552889_a_at,EXOC3L2,90332,6.455225,6.526975,6.160025,6.213225
1552890_a_at,CABP4,57010,4.40845,4.4257,4.8461,4.7408
1552892_at,TNFRSF13C,115650,5.117025,5.176625,5.2358,5.21895
1552893_at,CAMK2N2,94032,5.4025,5.4046,5.4616,5.451925
1552895_a_at,C21orf99,149992,2.77135,2.829425,2.979575,3.06405
1552897_a_at,KCNG3,170850,2.32965,2.347325,2.2666,2.4622
1552898_a_at,KCNG3,170850,2.447,2.527075,2.375625,2.42705
1552899_at,RP4-662A9.2,154089,2.538125,2.492775,2.334275,2.289175
1552900_a_at,RP4-662A9.2,154089,2.50875,2.426625,2.3583,2.4075
1552902_a_at,FOXP2,93986,3.59975,3.516625,3.295625,3.264175
1552903_at,B4GALNT2,124872,3.407725,3.21235,3.25945,3.1779
1552904_at,NETO1,81832,2.13185,2.15765,2.01885,1.983675
1552906_at,FMR1NB,158521,2.042175,2.132125,2.065225,1.9494
1552908_at,C1orf150,148823,2.6172,2.428975,2.804,2.809725
1552910_at,SIGLEC11,114132,2.806075,2.7217,2.728725,2.669125
1552911_at,SIGLEC11,114132,3.203125,3.45965,3.16705,3.1274
1552912_a_at,IL23R,149233,2.250275,2.267475,2.2733,2.24245
1552913_at,MAGEB18,286514,1.9356,2.077925,1.9619,1.97475
1552914_a_at,CD276,80381,4.3821,4.473075,4.273525,4.2138
1552915_at,IL28A,282616,3.41455,3.178425,3.221325,3.289575
1552917_at,IL29,282618,3.807075,3.947725,3.680475,3.713525
1552919_at,C4orf36,132989,2.402,2.4717,2.487325,2.444775
1552921_a_at,FIGNL1,63979,5.6359,5.66825,7.659475,7.592425
1552922_at,RIMS1,22999,2.469125,2.41865,2.482,2.343175
1552923_a_at,PITPNM2,57605,3.737,3.591875,3.554075,3.47215
1552924_a_at,PITPNM2,57605,3.818675,3.8103,4.11195,4.0566
1552925_at,PCDH10,57575,6.3128,6.3734,3.594875,3.658475
1552927_at,TAB3,257397,2.73215,2.7019,2.763025,2.794075
1552928_s_at,TAB3,257397,2.624475,2.527575,2.745725,2.811525
1552929_at,GRK7,131890,2.6617,2.682375,2.492075,2.547425
1552930_at,MMEL1,79258,5.15855,5.11475,5.215075,5.17125
1552931_a_at,PDE8A,5151,5.2304,5.530875,5.75905,5.820425
1552932_at,NLRP6,171389,2.97825,2.982825,3.06945,2.957475
1552933_at,AKNAD1,254268,2.829775,2.858875,2.6729,2.735475
1552935_at,ZCCHC5,203430,4.51225,4.5193,4.62365,4.608525
1552937_s_at,ATRIP,84126,5.4751,5.533975,5.89725,5.874975
1552938_at,ZIC5,85416,3.02095,3.0276,2.852925,2.8228
1552939_at,ANGPT1,284,2.0385,2.10815,2.093275,1.998675
1552940_at,TEDDM1,127670,2.45535,2.45825,2.329725,2.411425
1552942_at,FLJ30430,149373,4.29825,4.3511,3.869125,3.995375
1552943_at,GABRG1,2565,2.149875,2.210775,2.29685,2.25845
1552944_a_at,PANX2,56666,5.581775,5.63945,5.44355,5.526325
1552946_at,ZNF114,163071,3.8737,3.90335,4.4797,4.55335
1552947_x_at,ZNF114,163071,3.83775,4.002075,4.3142,4.38775
1552948_at,CCDC27,148870,4.775625,4.92625,4.65335,4.53355
1552950_at,C15orf26,161502,2.189725,2.2251,2.262,2.3004
1552952_at,RBMY2FP,159162,2.5023,2.540875,2.54355,2.5671
1552953_a_at,NEUROD2,4761,4.87705,4.80695,4.77385,4.712575
1552954_at,C5orf17,439936,3.1126,3.12455,3.205525,3.096575
1552955_at,NA,NA,4.410975,4.57305,4.45365,4.549725
1552957_at,DNAH6,1768,2.1945,2.333625,2.54655,2.3815
1552960_at,LRRC15,131578,4.445375,4.4397,4.355075,4.5264
1552961_at,NA,NA,3.6797,3.648775,3.60725,3.659125
1552964_at,C10orf93,255352,4.178425,4.134825,4.11335,4.02645
1552965_a_at,B3GNT7,93010,3.336375,3.25245,3.2657,3.1533
1552967_at,ZNF645,158506,3.855975,3.772475,3.5575,3.596325
1552969_a_at,ZMYM6,9204,2.68675,2.6317,2.757125,2.597625
1552970_s_at,ZMYM6,9204,2.648925,2.819875,2.7309,2.784175
1552971_at,SGCZ,137868,2.6091,2.777875,2.6523,2.7049
1552972_at,NA,NA,1.8857,1.799775,2.01065,1.966375
1552973_at,WNT9B,7484,3.2302,3.19615,3.154725,3.0824
1552974_at,NA,NA,2.1402,2.1958,2.00825,2.01775
1552975_x_at,NA,NA,3.028375,3.035475,2.998925,2.880775
1552976_at,DNAJB13,374407,3.998475,3.896475,3.7189,3.7445
1552977_a_at,CNPY3,10695,7.028925,7.0066,7.727225,7.682075
1552978_a_at,SCAMP1,9522,7.4867,7.46515,7.834,7.7575
1552979_at,C2orf52,151477,2.439775,2.459175,2.65245,2.59675
1552980_at,HAS3,3038,4.14775,3.94855,4.18545,4.066925
1552982_a_at,FGF4,2249,3.320625,3.447425,3.275875,3.309575
1552985_at,SLC30A8,169026,3.7807,3.659975,3.3375,3.60695
1552986_at,LOC142937,142937,3.96615,4.069425,4.02815,3.982
1552987_a_at,MGC42157,439933,1.97985,1.89805,1.871775,1.948675
1552988_at,C11orf65,160140,2.297675,2.211175,2.22505,2.193825
1552990_at,FAM71E2,284418,3.1331,3.13465,2.8687,2.843675
1552991_at,OR5P2,120065,2.8531,2.701875,2.77185,2.81875
1552993_at,DYDC1,143241,2.23435,2.216975,2.241275,2.1311
1552995_at,IL27,246778,5.303125,5.287475,5.124525,5.174275
1552997_a_at,IQCF1,132141,4.6885,4.646775,4.615225,4.54605
1552998_at,DEFB125,245938,2.642775,2.67395,2.6061,2.803225
1552999_a_at,WFDC10B,280664,3.206325,3.19245,3.230425,3.202425
1553002_at,NA,NA,2.781975,2.7577,2.72255,2.7754
1553003_at,PKHD1,5314,3.10015,2.936625,3.032375,2.907
1553004_at,PKD1L1,168507,3.176925,3.259475,2.966125,3.022275
1553006_at,GPR112,139378,3.3574,3.32105,3.189225,3.296925
1553007_a_at,ODZ1,10178,3.39255,3.315775,3.5201,3.404075
1553009_s_at,REXO1L1,254958,3.6928,3.5981,3.45665,3.488375
1553011_at,TAF1L,138474,3.37785,3.41635,3.53165,3.3131
1553013_at,CNTNAP5,129684,2.59465,2.537875,2.487325,2.5889
1553015_a_at,RECQL4,9401,6.441425,6.4813,7.61,7.580125
1553016_at,GPR113,165082,4.091625,4.135775,3.97555,3.970525
1553019_at,TMC2,117532,4.54295,4.586075,4.558775,4.543075
1553020_at,SMCR5,140771,2.870875,2.693775,2.7948,2.632
1553021_s_at,BICD2,23299,4.687425,4.685475,4.54425,4.519725
1553022_at,ZIM3,114026,2.3337,2.38915,2.3212,2.1795
1553023_a_at,NOX5,79400,3.275775,3.3093,3.357975,3.3335
1553024_at,G30,282706,2.1529,2.275625,2.25615,2.178275
1553025_at,GPR126,57211,2.4523,2.568425,2.482475,2.35885
1553027_a_at,KLHL4,56062,5.735075,5.7699,5.194975,4.8901
1553028_at,GPR156,165829,3.570675,3.785075,3.4767,3.4947
1553030_a_at,SUOX,6821,5.3878,5.416175,5.112475,5.073725
1553031_at,GPR115,221393,3.682175,3.851525,3.74625,3.689825
1553032_at,IL31RA,133396,2.5641,2.704325,2.509125,2.5334
1553033_at,SYTL5,94122,2.723175,2.770375,2.6839,2.758825
1553034_at,SDCCAG8,10806,5.623925,5.77415,4.84135,4.675725
1553036_at,GPR111,222611,2.47625,2.608325,2.55315,2.51265
1553037_a_at,SYN2,6854,2.807625,2.86865,2.600675,2.670525
1553039_a_at,ASB10,136371,7.03285,7.093125,6.84685,6.79745
1553041_at,HTR3C,170572,3.77335,3.8873,3.652825,3.66435
1553042_a_at,NFKBID,84807,4.851775,4.898975,4.86745,4.694725
1553043_a_at,CD300LF,146722,3.0926,3.16695,3.203425,3.0742
1553044_at,GJA10,84694,3.586425,3.53645,3.445475,3.52225
1553045_at,WNT9A,7483,4.108025,4.2319,4.1751,4.053
1553046_s_at,GAL3ST2,64090,5.8835,5.86565,5.58715,5.58315
1553047_at,PIP4K2B,8396,5.42745,5.334975,5.3208,5.327725
1553048_a_at,PIP4K2B,8396,5.8574,5.83155,5.753425,5.90715
1553051_s_at,ODF3,113746,3.6279,3.63465,3.65735,3.626325
1553052_at,WFDC13,164237,2.3905,2.4968,2.51645,2.54765
1553053_at,C14orf48,256369,3.3209,3.317675,3.24665,3.3335
1553055_a_at,SLFN5,162394,3.440225,3.207625,4.059225,3.696275
1553057_at,SERPINB12,89777,3.42695,3.5245,3.260325,3.4102
1553058_at,GIPC3,126326,3.488425,3.439675,3.42375,3.44985
1553059_at,PGLYRP3,114771,2.786825,2.845575,2.75275,2.6936
1553060_at,PSKH2,85481,4.185225,4.16145,4.073575,4.097925
1553061_at,OR6W1P,89883,3.503525,3.38605,3.282175,3.441675
1553062_at,MOGAT1,116255,4.038425,4.129475,4.0835,4.01015
1553063_at,GPR78,27201,4.26985,4.302525,4.1536,4.006225
1553064_at,H1FOO,132243,4.446525,4.42605,4.467,4.505875
1553066_at,TAAR9,134860,3.182625,3.281125,3.407325,3.404025
1553067_a_at,GNRHR2,114814,4.1959,4.17065,4.1707,4.180575
1553069_at,C21orf87,257357,2.991425,2.90315,2.7987,2.7932
1553070_a_at,MYOZ3,91977,3.369925,3.238475,3.11265,3.378175
1553071_a_at,MYOZ3,91977,3.471575,3.607375,3.5391,3.706025
1553072_at,BNIPL,149428,3.381825,3.4016,3.374375,3.257275
1553074_at,ASB11,140456,3.21745,3.1005,3.132625,3.041375
1553075_a_at,OFCC1,266553,2.176325,2.191325,2.154825,2.233425
1553076_at,OFCC1,266553,2.823725,2.844875,2.952225,2.8762
1553077_at,SDR9C7,121214,2.365125,2.434375,2.4878,2.48895
1553078_at,OR5P3,120066,3.050325,3.007025,3.11255,3.169225
1553079_at,TRIM40,135644,2.673225,2.698275,2.696075,2.7094
1553080_at,CSN1S2A,286828,3.081775,3.1371,2.944225,2.91395
1553081_at,WFDC12,128488,5.74425,5.6015,5.541275,5.663
1553082_at,CRYGN,155051,3.046225,3.0957,2.89375,3.013675
1553083_at,NA,NA,3.854875,3.733675,3.573125,3.6731
1553084_at,STARD6,147323,3.13925,3.176675,2.995625,3.0065
1553086_at,C11orf40,143501,2.646525,2.7148,2.57725,2.7049
1553087_at,C18orf12,84322,3.688025,3.58615,3.4402,3.591475
1553088_a_at,BCL2L11,10018,6.04145,6.018225,5.89195,5.918875
1553089_a_at,WFDC2,10406,3.64705,3.61885,3.68045,3.625575
1553093_a_at,DEFB119,245932,2.934425,2.959075,2.88615,2.916275
1553094_at,TAC4,255061,3.8478,3.811,4.00385,3.990625
1553096_s_at,BCL2L11,10018,6.5584,6.47885,6.5534,6.601625
1553099_at,TIGD1,200765,6.300025,6.258325,6.537425,6.570225
1553101_a_at,ALKBH5,54890,7.769225,7.69155,8.1041,8.19745
1553102_a_at,CCDC69,26112,6.54325,6.2215,6.809925,6.43125
1553103_at,NFX1,4799,7.51345,7.528675,8.083025,7.96415
1553105_s_at,DSG2,1829,2.587675,2.604775,2.5489,2.615175
1553106_at,C5orf24,134553,6.961575,6.655325,6.952875,7.016825
1553107_s_at,C5orf24,134553,7.48725,7.37285,7.4265,7.417225
1553108_at,C5orf24,134553,5.866525,5.847325,6.0932,6.142675
1553111_a_at,KBTBD6,89890,5.972625,6.026775,6.546975,6.715075
1553112_s_at,CDK8,1024,5.861825,5.90215,5.91055,5.8891
1553113_s_at,CDK8,1024,7.297675,7.308775,7.278475,7.23015
1553114_a_at,PTK6,5753,4.51205,4.710825,4.5313,4.53935
1553115_at,NKD1,85407,4.24105,4.239675,4.2192,4.09715
1553117_a_at,STK38,11329,6.857775,6.731575,7.17555,7.14035
1553118_at,THEM4,117145,7.31245,7.22615,6.3194,6.3462
1553120_at,CLSPN,63967,3.01125,3.05505,4.9149,4.96425
1553122_s_at,RBAK,57786,3.0578,2.9989,3.152775,2.85795
1553123_at,WDR62,284403,3.498625,3.4618,3.510825,3.47415
1553125_x_at,WDR62,284403,3.475375,3.575075,3.7395,3.63965
1553126_a_at,SLC39A12,221074,2.09835,2.18075,2.215325,2.2902
1553127_a_at,RNF168,165918,2.768625,2.945425,2.8423,2.990325
1553129_at,SVEP1,79987,2.23245,2.146025,2.602575,2.54415
1553130_at,PRO0461,652276,5.258025,5.312175,5.094825,5.172925
1553131_a_at,GATA4,2626,5.712825,5.566575,5.557775,5.6276
1553132_a_at,TC2N,123036,2.015925,2.01455,2.0407,2.044075
1553133_at,C9orf72,203228,3.651425,3.71635,3.942825,3.79235
1553134_s_at,C9orf72,203228,2.124125,2.288425,2.1562,2.3316
1553136_at,KCTD18,130535,6.051275,5.998075,5.9215,5.88975
1553137_s_at,KLF11,8462,3.174425,3.18765,3.45245,3.458075
1553138_a_at,ANKLE1,126549,3.648325,3.683325,5.3513,5.454125
1553139_s_at,PLXNA3,55558,3.916375,3.7922,3.63605,3.706825
1553140_at,PELO,53918,2.8423,2.908775,3.516275,3.5793
1553141_at,C13orf31,144811,3.417875,3.39605,3.12755,3.087925
1553142_at,C13orf31,144811,2.730775,2.58235,2.6659,2.57035
1553145_at,FLJ39653,202020,4.40795,4.51945,3.490025,3.3837
1553146_at,C3orf30,152405,2.535925,2.4151,2.418,2.3928
1553147_at,RANBP3L,202151,2.18805,2.149575,2.09835,2.226775
1553148_a_at,SNX13,23161,5.02265,5.26685,5.6023,5.475625
1553150_at,KDM1B,221656,2.2407,2.48905,2.48365,2.4673
1553151_at,ATP6V0D2,245972,2.965125,2.859675,2.935825,3.089925
1553153_at,ATP6V0D2,245972,4.107075,4.044225,4.0497,4.171325
1553155_x_at,ATP6V0D2,245972,3.275,3.191325,3.3271,3.298475
1553156_at,LHX4,89884,5.134075,5.085875,4.9034,4.89425
1553157_at,LHX4,89884,3.2962,3.21915,3.183325,3.2479
1553158_at,C3orf34,84984,4.689775,4.593375,4.830075,4.7298
1553159_at,DNAH11,8701,5.170675,5.11355,5.0229,5.0271
1553162_x_at,C19orf55,148137,5.989525,5.9381,6.30935,6.3452
1553163_at,ADPRHL1,113622,5.1399,5.186175,5.086175,5.085025
1553165_at,SYNRG,11276,4.479775,4.44315,4.594975,4.52315
1553166_at,CDH24,64403,5.491725,5.554425,5.36325,5.391475
1553167_a_at,SEPSECS,51091,4.962475,4.763225,4.9401,4.792325
1553168_at,GRIK5,2901,4.384875,4.45025,4.2545,4.46625
1553169_at,LRRN4,164312,4.0401,4.213925,4.155625,4.1197
1553171_x_at,LRRN4,164312,3.549175,3.445375,3.449675,3.58225
1553172_at,ZNF777,27153,6.492325,6.5492,6.705475,6.6419
1553174_at,JPH2,57158,5.391325,5.4823,5.18615,5.277875
1553175_s_at,PDE5A,8654,3.608,3.557125,3.646075,3.70685
1553176_at,SH2D1B,117157,2.9778,3.012,2.914325,2.967875
1553177_at,SH2D1B,117157,3.313775,3.25565,3.191175,3.3809
1553178_a_at,SSTR3,6753,6.019725,6.062725,6.030425,5.915225
1553179_at,ADAMTS19,171019,2.928075,3.206425,3.334225,3.010725
1553180_at,ADAMTS19,171019,2.2805,2.24615,2.37235,2.371575
1553181_at,DDX31,64794,4.287225,4.297475,4.130525,4.14095
1553183_at,UMODL1,89766,2.299275,2.38525,2.398475,2.348625
1553185_at,RASEF,158158,7.953375,7.9359,8.019925,7.976275
1553186_x_at,RASEF,158158,7.571025,7.412225,7.522175,7.6049
1553188_s_at,PARD3B,117583,3.38545,3.37955,3.132125,3.30305
1553190_s_at,PARD3B,117583,5.2442,5.204375,4.9926,4.9689
1553191_at,DST,667,2.277625,2.2277,2.3673,2.445875
1553192_at,ZNF441,126068,3.01995,2.92935,3.141,3.09645
1553193_at,ZNF441,126068,3.5657,3.53255,3.920375,3.861575
1553194_at,NEGR1,257194,4.91175,5.2157,4.1885,4.454825
1553196_a_at,FCRL3,115352,2.9371,2.971775,2.6566,2.717
1553197_at,DCAF4L2,138009,2.615,2.4884,2.62815,2.70705
1553199_at,DCAF4L2,138009,2.196825,2.318525,2.26425,2.17425
1553202_at,STOX1,219736,3.184975,3.30505,5.407275,5.284275
1553204_at,C20orf200,253868,3.882475,3.779225,3.8694,3.85915
1553205_at,C20orf200,253868,5.240175,5.2122,5.024175,4.9079
1553207_at,ARL10,285598,4.7224,4.87035,4.734975,4.588225
1553208_s_at,ARL10,285598,2.94065,2.844725,2.8485,2.9349
1553209_at,RNFT2,84900,3.576025,3.655475,3.789675,3.763175
1553211_at,ANKFN1,162282,2.8855,2.9115,2.82595,2.894125
1553212_at,KRT78,196374,4.087175,4.0483,3.975325,3.9678
1553213_a_at,KRT78,196374,2.70875,2.607475,2.757475,2.60045
1553214_a_at,CCDC7,221016,1.982325,2.090275,1.957525,2.044975
1553215_s_at,CCDC7,221016,3.090775,2.891375,2.66495,2.6751
1553216_at,ZNF41,7592,3.977475,4.1504,3.9233,3.981375
1553217_s_at,ZNF41,7592,3.889825,3.84355,3.9081,3.865825
1553218_a_at,ZNF512,84450,7.62925,7.602625,7.9401,7.787175
1553219_a_at,AMMECR1,9949,3.750475,3.92475,3.76025,3.9308
1553220_at,FAM117B,150864,3.571675,3.749875,3.7402,3.87045
1553221_at,ZNF583,147949,4.452975,4.36665,3.814075,3.63435
1553222_at,OXER1,165140,6.871775,6.910325,6.681975,6.711775
1553224_at,LUZP1,7798,5.096,5.066275,4.7942,4.832925
1553225_s_at,ZNF75D,7626,4.1018,4.226375,4.45695,4.262475
1553226_at,NCRNA00052,145978,2.570525,2.64255,2.377775,2.488225
1553227_s_at,BRWD1,54014,4.967975,5.08425,5.3981,5.625125
1553228_at,CCDC89,220388,2.47215,2.382325,2.42805,2.412025
1553229_at,ZNF572,137209,4.00575,3.9691,4.8876,4.831675
1553232_at,FAM82A1,151393,3.435425,3.3173,3.21355,3.241175
1553234_at,ADAMTS18,170692,4.9311,5.2423,3.9411,4.176825
1553235_at,PCDHAC1,56135,4.701675,4.5819,4.426225,4.3727
1553237_x_at,PCDHAC1,56135,4.3554,4.33265,4.210125,4.1432
1553238_a_at,HIPK4,147746,5.7071,5.6397,5.7292,5.60125
1553239_at,FAM124A,220108,4.9912,5.1594,4.879575,4.961925
1553241_at,NKAIN3,286183,3.1753,3.172525,2.894425,3.053
1553243_at,ITIH5,80760,2.4903,2.509125,2.56835,2.515575
1553244_at,FANCB,2187,4.11355,4.072625,6.1243,6.30205
1553246_a_at,SGK196,84197,5.11685,5.144175,4.9037,5.022025
1553247_a_at,ZNF709,163051,3.7804,3.886375,4.0908,4.043425
1553248_at,CCDC57,284001,4.46595,4.589275,4.685375,4.6461
1553249_at,SMC1B,27127,3.209475,3.27685,3.24325,3.16805
1553252_a_at,BRWD3,254065,5.5816,5.861725,5.591175,5.67635
1553253_at,ASB16,92591,5.052175,5.1145,4.844825,4.937975
1553254_at,MAGEE2,139599,2.8927,2.91245,2.8426,2.84505
1553255_at,HERV-V1,147664,5.11685,5.07605,4.94085,5.0582
1553257_at,GAL3ST3,89792,5.0812,5.1293,5.1025,5.079625
1553258_at,FLJ30679,146512,4.46535,4.4677,4.35995,4.486625
1553260_s_at,ALS2CR11,151254,2.005825,2.00515,2.024475,2.155625
1553261_x_at,ALS2CR11,151254,2.182175,2.233225,2.024975,2.13025
1553262_a_at,UTS2R,2837,6.757,6.701,6.67735,6.5707
1553263_at,USH1G,124590,5.779,5.733875,5.5716,5.59065
1553264_a_at,SYN1,6853,5.121725,5.037925,4.919475,5.02875
1553265_at,SLC23A3,151295,4.719,4.511875,5.105525,4.7625
1553266_at,CNOT6L,246175,1.96315,1.9481,2.06395,1.9303
1553267_a_at,CNOT6L,246175,2.6472,2.7927,2.99835,2.92635
1553268_at,RHBDL3,162494,4.11035,4.23445,4.069825,4.01575
1553269_at,NA,NA,5.029375,5.0401,6.53755,6.579875
1553271_at,DIP2B,57609,2.4069,2.566475,2.448825,2.5104
1553272_at,SLC36A1,206358,4.632125,4.508775,4.504275,4.4596
1553274_a_at,SNRNP48,154007,6.89425,6.695825,7.00965,7.225875
1553275_s_at,NA,NA,3.923,3.844,3.202825,3.295275
1553276_at,ZNF560,147741,2.2402,2.24245,2.272025,2.396825
1553277_at,RTTN,25914,2.070475,2.206725,2.356075,2.265625
1553279_at,BTNL9,153579,5.361225,5.3631,5.126925,5.24295
1553280_at,PUS10,150962,5.21085,5.1829,5.04105,5.062125
1553281_at,PLCXD2,257068,4.159675,4.0632,3.9165,3.985525
1553282_at,C21orf128,150147,3.9533,3.6823,3.6855,3.582825
1553284_s_at,LMLN,89782,3.065425,3.2289,3.181975,3.164225
1553285_s_at,RAD9B,144715,2.554825,2.6699,2.8368,2.878075
1553286_at,ZNF555,148254,6.610525,6.593,6.5597,6.601675
1553288_a_at,C7orf51,222950,4.951175,4.908125,4.20255,4.1478
1553292_s_at,FLJ25006,124923,5.2862,5.295025,6.034625,5.999575
1553293_at,MRGPRX3,117195,2.656775,2.673,2.550525,2.6592
1553295_at,ABCA13,154664,2.192775,2.075225,2.129575,2.282175
1553296_at,GPR128,84873,2.4532,2.400475,2.261625,2.2419
1553297_a_at,CSF3R,1441,5.30605,5.24695,5.138825,5.2628
1553298_at,C17orf77,146723,2.136875,2.276075,2.1625,2.231575
1553299_at,DUSP5P,574029,2.759625,2.6354,2.6674,2.69585
1553300_a_at,DGKH,160851,4.03225,4.014125,4.03625,4.02915
1553301_a_at,TMEM182,130827,2.825525,2.72375,2.74895,2.611125
1553303_at,C16orf46,123775,4.388475,4.521175,4.38685,4.36575
1553304_at,LSM14B,149986,5.706675,5.50195,5.893975,6.078375
1553306_at,CASP8,841,3.22185,3.162875,2.90825,2.943675
1553310_at,PLB1,151056,2.28785,2.410725,2.278025,2.226525
1553311_at,C20orf197,284756,1.9809,2.086125,2.1709,1.970625
1553313_s_at,SLC5A3,6526,3.87625,3.914375,4.140625,4.458375
1553314_a_at,KIF19,124602,3.3157,3.502375,3.038525,3.049125
1553315_at,SLFNL1,200172,2.445925,2.4771,2.50675,2.5016
1553316_at,GPR82,27197,3.62925,3.6408,3.4075,3.455525
1553317_s_at,GPR82,27197,2.062575,2.111375,2.02095,2.225025
1553318_at,RIBC1,158787,5.040675,4.9907,4.6962,4.863775
1553319_at,OXGR1,27199,3.314525,3.472775,3.191925,3.103
1553320_s_at,NA,NA,2.044775,2.133725,2.100775,1.967125
1553321_a_at,SULT1C4,27233,3.681675,3.793175,3.10505,3.13885
1553322_s_at,TEAD1,7003,4.058925,3.934875,5.040725,4.98975
1553323_a_at,CATSPER2,117155,3.954275,3.92075,3.835025,4.005425
1553325_at,POU5F2,134187,3.672875,3.6759,3.53295,3.462575
1553326_at,RXFP2,122042,2.78395,2.72575,2.70385,2.77975
1553327_a_at,BEND7,222389,3.310525,3.146275,3.02975,3.192275
1553328_a_at,SLC18A2,6571,3.1613,3.108425,3.07205,3.11035
1553329_at,C7orf45,136263,2.509375,2.41765,2.424475,2.4454
1553330_at,C7orf45,136263,2.03225,2.224725,2.145675,2.222725
1553333_at,C1orf161,126868,2.11635,2.0361,2.164875,2.22395
1553335_x_at,LOC285696,285696,2.7633,2.7582,2.71825,2.833125
1553336_a_at,MIER3,166968,2.917175,3.029725,2.9228,3.010625
1553338_at,C1orf55,163859,4.9817,4.94655,5.136025,5.04675
1553340_s_at,NA,NA,5.448025,5.361175,5.27245,5.21175
