	GSM309986.CEL
1552531_a_at	52.0610552818407
1552532_a_at	18.225214932238
1552535_at	34.018966657749
1552536_at	92.4663863337482
1552538_a_at	12.0977751747122
1552540_s_at	81.1042871847833
1552541_at	171.673505895817
1552542_s_at	136.032525381607
1552543_a_at	99.5581896457176
1552544_at	15.3346921472533
1552546_a_at	107.426357147081
1552548_at	93.4385430215475
1552549_a_at	54.9017882680188
1552552_s_at	29.1734238800082
1552553_a_at	45.7159530703439
1552554_a_at	5.24124085091516
1552555_at	85.7849330799461
1552557_a_at	87.8267467783786
1552558_a_at	105.825617420899
1552559_a_at	23.6166003555741
1552562_at	69.8095527865369
1552563_a_at	47.2383137316363
1552564_at	90.2146016439252
1552566_at	4.23338533913958
1552568_at	52.1956412698174
1552569_a_at	9.53095383496552
1552570_at	74.4402369131729
1552572_a_at	2.14013916055677
1552573_s_at	33.8553396694066
1552575_a_at	112.506461438812
1552576_at	109.852326987417
1552578_a_at	3.12677984020736
1552579_a_at	47.8480847151407
1552580_at	60.4682902152314
1552582_at	25.6619920296924
1552583_s_at	29.4205068495541
1552584_at	157.053873367931
1552585_s_at	61.2399242835942
1552586_at	62.5089889361912
1552587_at	47.6249861620636
1552588_a_at	3.14410807262069
1552590_a_at	49.4592405620046
1552592_at	11.2744029523803
1552594_at	13.8041690205613
1552596_at	71.1494122682566
1552598_at	8.19241613307284
1552599_at	38.9854033150426
1552602_at	29.7113340960208
1552604_at	7.87260921214831
1552605_s_at	38.7816634314722
1552607_at	142.568241013993
1552608_at	24.9739413229058
1552609_s_at	11.382308874834
1552610_a_at	1465.97177770144
1552611_a_at	227.332820703253
1552612_at	221.563109399722
1552613_s_at	190.83766240654
1552615_at	988.396274187543
1552616_a_at	456.652456199942
1552617_a_at	813.874016395268
1552618_at	174.274842758669
1552619_a_at	11.1638811297806
1552620_at	417.310436746616
1552621_at	2370.73931626056
1552622_s_at	1775.15325901684
1552623_at	8.33846404418879
1552625_a_at	237.909990112298
1552626_a_at	159.35013047
1552627_a_at	236.455567241362
1552628_a_at	1690.85350175248
1552629_a_at	92.3127549697402
1552630_a_at	29.5882737099524
1552631_a_at	166.653431668748
1552632_a_at	79.1088082121354
1552633_at	84.796649612649
1552634_a_at	94.9596871705794
1552637_at	34.1946423363055
1552639_at	51.7292999788178
1552641_s_at	123.456514462303
1552643_at	266.311477990196
1552644_a_at	81.9053944043567
1552646_at	235.837403584738
1552648_a_at	89.621880560299
1552649_a_at	47.8417611836144
1552651_a_at	142.805739328783
1552652_at	169.202588162278
1552656_s_at	233.050915003728
1552657_a_at	114.354643761474
1552658_a_at	244.444024562734
1552660_a_at	637.032793170361
1552661_at	19.3833690407571
1552662_a_at	45.9045042939537
1552663_a_at	334.470289590087
1552664_at	493.568140008093
1552665_at	61.1235983593576
1552666_a_at	42.195074985318
1552667_a_at	220.903394722522
1552669_at	25.516220678203
1552670_a_at	704.449834976683
1552671_a_at	27.6679412802882
1552672_a_at	18.3601534717547
1552673_at	4.63671120134054
1552674_at	2.65754807583923
1552675_at	19.4238102626326
1552676_at	7.98188644519022
1552677_a_at	165.945860255907
1552678_a_at	548.613752380107
1552680_a_at	89.7529912051411
1552682_a_at	83.0831981094232
1552684_a_at	151.465510440385
1552685_a_at	70.1190791012122
1552686_at	37.3690918041173
1552687_a_at	8.35937763897535
1552689_at	19.7137279331286
1552690_a_at	88.4944899876423
1552691_at	67.488812472399
1552693_at	45.2236506773925
1552694_at	24.9671419921311
1552695_a_at	57.7488211430899
1552696_at	48.1099183908878
1552698_at	41.325655477862
1552701_a_at	900.956946301473
1552703_s_at	740.85382676274
1552705_at	97.3239239757354
1552708_a_at	59.6531042287063
1552711_a_at	455.263738964807
1552712_a_at	101.867837931179
1552713_a_at	64.1436525319704
1552714_at	8.1336741432328
1552715_a_at	42.6139022424677
1552716_at	26.1919659589158
1552717_s_at	20.6987728260504
1552718_at	60.5635688774498
1552719_at	217.184874007112
1552721_a_at	332.084410462702
1552722_at	51.0043175128982
1552724_at	19.9995319435056
1552725_s_at	67.2992231333999
1552726_at	110.171959235654
1552727_s_at	116.368108161568
1552729_at	211.748057832948
1552730_at	31.6918449441914
1552731_at	879.196679125846
1552732_at	5811.31354751594
1552733_at	1004.38310354342
1552734_at	62.8445917170756
1552735_at	1165.7099012359
1552736_a_at	11.2771101847195
1552737_s_at	155.907992398624
1552738_a_at	144.96534408562
1552739_s_at	210.742214018515
1552740_at	12.9115009483119
1552742_at	34.8475667454077
1552743_at	28.3490949528545
1552745_at	94.7748355533979
1552747_a_at	22.6253305670552
1552749_a_at	62.7464840083286
1552750_at	6.86630615360881
1552751_a_at	18.8034590414553
1552752_a_at	86.479084994806
1552754_a_at	227.846434118663
1552755_at	46.6820363433266
1552757_s_at	60.4537235926498
1552758_at	17.8981823712068
1552760_at	16.1259774145599
1552761_at	151.512824074274
1552763_at	2.34941978902091
1552765_x_at	45.2274298463507
1552766_at	66.7017651459742
1552767_a_at	570.898072198959
1552768_at	38.8306946200666
1552769_at	51.064960537061
1552770_s_at	351.479737638975
1552771_a_at	14.2718375639255
1552772_at	53.0394655768847
1552773_at	105.88736349385
1552774_a_at	167.815519438077
1552775_at	19.5122007482845
1552777_a_at	159.688759327785
1552779_a_at	41.5439329892521
1552782_at	13.5319340770579
1552783_at	71.9462586446082
1552785_at	129.313327042551
1552787_at	58.5253047884733
1552788_a_at	10.7955365708077
1552789_at	587.630237562102
1552790_a_at	1690.04404843203
1552791_a_at	4545.04897095282
1552792_at	5.388733785173
1552793_at	22.5919207669746
1552794_a_at	93.9055291706382
1552796_a_at	8.405281141019
1552797_s_at	22.9692581922817
1552798_a_at	118.799253036118
1552799_at	23.4070876044151
1552800_at	20.0767968676035
1552801_at	9.43875123061632
1552803_a_at	18.5188121687975
1552804_a_at	100.907569710893
1552806_a_at	20.7288184685832
1552807_a_at	325.025292084934
1552808_at	38.1021309904502
1552809_at	77.182556967572
1552811_at	23.192628257306
1552812_a_at	36.5605878516216
1552813_at	84.585520381815
1552814_a_at	7.22868010174099
1552816_at	73.6055565884209
1552818_a_at	6.93334662089336
1552819_at	9.25114652746932
1552822_at	64.2584572633723
1552825_at	16.8842801051687
1552826_at	0.840873164681773
1552827_s_at	62.1122833902925
1552828_at	6.25060320104464
1552829_at	133.678875693955
1552830_at	9.89977876385358
1552833_at	26.2537587096725
1552834_at	32.9135308988595
1552835_at	54.8454352517012
1552836_at	153.933724290723
1552837_at	2.06373384994051
1552839_at	22.3587566383551
1552841_s_at	80.9920554996243
1552842_at	32.6097763049037
1552843_at	6.94144779714703
1552845_at	1352.54157558455
1552846_s_at	176.245997227431
1552848_a_at	15.3280259462589
1552849_at	7.78053238208997
1552851_at	8.44612196515041
1552852_a_at	11.6141680346881
1552853_at	10.0689427831053
1552854_a_at	10.7970069258516
1552856_at	40.2191294848456
1552857_a_at	39.3568278550239
1552858_at	9.90211736362795
1552860_at	16.0687364629803
1552862_at	24.4943024786716
1552863_a_at	735.727987751123
1552865_a_at	182.479369881475
1552867_at	349.570756142355
1552868_at	16.3655337020927
1552870_s_at	11.7653126477535
1552872_at	66.4129688811552
1552873_s_at	82.0002370502365
1552875_a_at	19.3295224302925
1552876_at	5.18669987072128
1552877_s_at	22.8802413492183
1552878_at	20.2047502118149
1552879_a_at	40.3457563755231
1552880_at	79.0018317994232
1552882_a_at	92.1175802818215
1552884_at	12.9579511853789
1552885_a_at	70.5340793370201
1552887_at	128.237453264846
1552889_a_at	315.476789820184
1552890_a_at	6.37727352264476
1552892_at	10.2999196464793
1552893_at	45.9012718854041
1552895_a_at	63.2340391555919
1552897_a_at	39.4545596065277
1552898_a_at	16.8652122414106
1552899_at	106.982716865842
1552900_a_at	43.9647017471356
1552902_a_at	43.0729870409379
1552903_at	59.9238727355638
1552904_at	0.97351971949217
1552906_at	31.3626214729237
1552908_at	37.9649538612822
1552910_at	77.3295582744339
1552911_at	9.46767510695707
1552912_a_at	10.7595403366214
1552913_at	23.3230523479883
1552914_a_at	29.7915186509381
1552915_at	108.756823669764
1552917_at	162.026302250544
1552919_at	82.6773522085595
1552921_a_at	155.936426014302
1552922_at	38.1099474099468
1552923_a_at	126.976023118428
1552924_a_at	36.4520752747272
1552925_at	16.0820970208487
1552927_at	11.171047395988
1552928_s_at	74.5838341293414
1552929_at	51.5761424100811
1552930_at	387.765159806061
1552931_a_at	305.218462180869
1552932_at	14.2322837542897
1552933_at	26.8801344526345
1552935_at	119.250862106738
1552937_s_at	159.510231172787
1552938_at	59.6567319277044
1552939_at	36.8805840251122
1552940_at	61.390855213568
1552942_at	237.821151873157
1552943_at	26.9543067181724
1552944_a_at	53.2296739126884
1552946_at	68.2896424824317
1552947_x_at	85.7284881449554
1552948_at	27.2449933124759
1552950_at	71.0697554679881
1552952_at	24.760215121075
1552953_a_at	74.0730135962618
1552954_at	55.2771253005548
1552955_at	59.2881500453694
1552957_at	8.7698375215279
1552960_at	76.1950994062745
1552961_at	135.511120781002
1552964_at	8.01661474098781
1552965_a_at	5.78836550410227
1552967_at	76.2609674664573
1552969_a_at	35.0928542489369
1552970_s_at	56.4254679139559
1552971_at	3.93874036097487
1552972_at	16.4632415240663
1552973_at	32.4148896052225
1552974_at	7.85011813683058
1552975_x_at	27.1943527023655
1552976_at	67.9131958143871
1552977_a_at	401.433447178147
1552978_a_at	221.217752143806
1552979_at	6.90888769707137
1552980_at	103.16110614413
1552982_a_at	5.75083630467186
1552985_at	80.4976759694639
1552986_at	33.5130521691122
1552987_a_at	16.2446397026072
1552988_at	13.6785653939585
1552990_at	8.24648323915671
1552991_at	81.7444222448101
1552993_at	8.88425632711145
1552995_at	45.4360653532384
1552997_a_at	11.0142619788613
1552998_at	3.1149322045297
1552999_a_at	19.3406857568399
1553002_at	9.92411993619047
1553003_at	77.9272570632067
1553004_at	43.3132516658315
1553006_at	9.37528724915343
1553007_a_at	7.35928441892883
1553009_s_at	4.96682358965896
1553011_at	21.6880482360454
1553013_at	32.1963387842625
1553015_a_at	47.5768561612569
1553016_at	118.023772654464
1553019_at	108.791911431335
1553020_at	164.881870298161
1553021_s_at	90.345663868098
1553022_at	4.47117428662343
1553023_a_at	47.7406509256363
1553024_at	56.1228875064833
1553025_at	6.65979784083832
1553027_a_at	12.3545384468607
1553028_at	46.3516185148055
1553030_a_at	419.161313614751
1553031_at	5.8401561587149
1553032_at	7.20949775460666
1553033_at	10.1157755935892
1553034_at	296.286171859413
1553036_at	3.19104129529725
1553037_a_at	82.4927845720661
1553039_a_at	66.9297608151402
1553041_at	21.0088923990294
1553042_a_at	19.2386844497323
1553043_a_at	20.5738558148572
1553044_at	7.9839537291408
1553045_at	16.3009462008858
1553046_s_at	45.4940388858362
1553047_at	186.039079505962
1553048_a_at	145.628896847848
1553051_s_at	52.6158880187994
1553052_at	6.27785405736507
1553053_at	27.4541609262003
1553055_a_at	43.500513110943
1553057_at	33.0750719228254
1553058_at	57.994600772497
1553059_at	11.1790755704534
1553060_at	18.339838273297
1553061_at	5.71228849130167
1553062_at	26.5497563445456
1553063_at	7.44812000036016
1553064_at	26.3052300665019
1553066_at	6.30510427070376
1553067_a_at	80.7508276335924
1553069_at	15.372748084512
1553070_a_at	486.517431258823
1553071_a_at	365.172231712818
1553072_at	23.8244597601401
1553074_at	560.383131116851
1553075_a_at	1.86528735840617
1553076_at	9.31236402947615
1553077_at	13.8786385603826
1553078_at	5.99124256313169
1553079_at	70.0489730044831
1553080_at	31.5318840310185
1553081_at	52.4333575764662
1553082_at	13.7405678530945
1553083_at	46.2975360487447
1553084_at	51.6801675547691
1553086_at	10.1154221757242
1553087_at	77.1819876891141
1553088_a_at	238.795888945185
1553089_a_at	10.0880608405154
1553093_a_at	10.1183604062014
1553094_at	6.3822873513214
1553096_s_at	215.320272107001
1553099_at	252.377596949895
1553101_a_at	2507.58242687399
1553102_a_at	1401.48289252873
1553103_at	2206.66775911452
1553105_s_at	243.033438046256
1553106_at	119.789788475779
1553107_s_at	72.8082570085724
1553108_at	181.464022529848
1553111_a_at	187.277625079533
1553112_s_at	337.04959235139
1553113_s_at	291.646859947319
1553114_a_at	57.7067755292595
1553115_at	20.02823521302
1553117_a_at	515.293202030408
1553118_at	315.892850889751
1553120_at	46.1246395287607
1553122_s_at	70.2868806247406
1553123_at	148.864764344396
1553125_x_at	21.4212068042827
1553126_a_at	15.369712357285
1553127_a_at	10.5560665745293
1553129_at	420.703733145089
1553130_at	94.5682500896769
1553131_a_at	83.2964519665833
1553132_a_at	221.77597132142
1553133_at	131.237127844793
1553134_s_at	23.9105728510603
1553136_at	261.553996397108
1553137_s_at	147.041254578298
1553138_a_at	40.6705412045787
1553139_s_at	89.6436913903846
1553140_at	116.718629046133
1553141_at	89.809965635919
1553142_at	17.4070701917631
1553145_at	567.863567033682
1553146_at	73.9265577383423
1553147_at	11.9674441458414
1553148_a_at	343.190115263285
1553150_at	144.615724200597
1553151_at	5.74054059387386
1553153_at	108.862486430478
1553155_x_at	118.433753298661
1553156_at	10.1576381194016
1553157_at	6.88289024499132
1553158_at	185.896563271722
1553159_at	8.63223301576915
1553162_x_at	119.865265181596
1553163_at	899.998931041995
1553165_at	288.064185833486
1553166_at	25.3264902212615
1553167_a_at	136.895452298447
1553168_at	30.1449937427448
1553169_at	518.202184589167
1553171_x_at	572.876676147991
1553172_at	319.664150580103
1553174_at	108.301406294743
1553175_s_at	59.799278560049
1553176_at	156.816923869037
1553177_at	539.797521213638
1553178_a_at	9.99427824161091
1553179_at	7.49608945406212
1553180_at	3.41050257877992
1553181_at	52.2411555848776
1553183_at	8.63237288625066
1553185_at	365.042659610493
1553186_x_at	356.590970853317
1553188_s_at	7.6573554159853
1553190_s_at	175.495181355225
1553191_at	32.0948266962765
1553192_at	43.9279614574524
1553193_at	102.915926669474
1553194_at	89.1727380143085
1553196_a_at	13.2248169808125
1553197_at	2.07257103384823
1553199_at	6.05975370875809
1553202_at	39.8866440874411
1553204_at	149.584136983566
1553205_at	364.653812387002
1553207_at	88.8693238380731
1553208_s_at	44.9470424599277
1553209_at	25.0114349485336
1553211_at	44.782855945892
1553212_at	53.6496178571123
1553213_a_at	7.49788366499514
1553214_a_at	2.54945943814948
1553215_s_at	35.4968818173744
1553216_at	158.384172046166
1553217_s_at	221.659077727551
1553218_a_at	705.3836194495
1553219_a_at	54.5386774935271
1553220_at	19.4729305299727
1553221_at	195.785815216866
1553222_at	47.7403359585788
1553224_at	6.68579530183112
1553225_s_at	166.091225937896
1553226_at	58.9647644307986
1553227_s_at	354.356782035717
1553228_at	65.9327289584284
1553229_at	37.0231959018956
1553232_at	12.2967183373138
1553234_at	50.1988409828583
1553235_at	6.26377183862885
1553237_x_at	54.8820904982686
1553238_a_at	142.407785791944
1553239_at	197.014704021199
1553241_at	20.4486877646083
1553243_at	415.169894627536
1553244_at	30.8184721123627
1553246_a_at	119.774590899328
1553247_a_at	91.3095021260607
1553248_at	46.7192589687586
1553249_at	55.0479876781867
1553252_a_at	78.9748943196919
1553253_at	395.17750921059
1553254_at	85.2804434649873
1553255_at	45.7880966318779
1553257_at	16.2550036906751
1553258_at	16.0830865453207
1553260_s_at	23.5705446231916
1553261_x_at	2.41020611627414
1553262_a_at	274.626230052749
1553263_at	18.0215371997931
1553264_a_at	254.716073666403
1553265_at	8.58345724535086
1553266_at	2.80709344091348
1553267_a_at	14.5305936893976
1553268_at	63.5345249763732
1553269_at	138.485859525701
1553271_at	146.946646547645
1553272_at	23.867145460153
1553274_a_at	517.280791505469
1553275_s_at	136.589878676405
1553276_at	4.95717470249958
1553277_at	29.0540146568186
1553279_at	159.782119506808
1553280_at	63.7236889714477
1553281_at	12.7281893248328
1553282_at	89.8184201238997
1553284_s_at	52.0613524294758
1553285_s_at	41.2625770297492
1553286_at	331.920569899768
1553288_a_at	120.070049068997
1553292_s_at	241.429727517287
1553293_at	7.9395404508633
1553295_at	58.2622400219826
1553296_at	25.7382458099743
1553297_a_at	389.583939119741
1553298_at	23.1676778300985
1553299_at	8.87489580932436
1553300_a_at	20.3506241296594
1553301_a_at	1559.01812088833
1553303_at	55.0413372470066
1553304_at	27.9562875741042
1553306_at	13.2815421126707
1553310_at	81.6152641857744
1553311_at	61.6151111000409
1553313_s_at	5.99329251805447
1553314_a_at	24.0310615117018
1553315_at	27.2759689254703
1553316_at	9.76593005198096
1553317_s_at	22.0695644611688
1553318_at	30.7765946318308
1553319_at	3.15758557005938
1553320_s_at	2.13037835386688
1553321_a_at	24.5245377944649
1553322_s_at	84.3401474481273
1553323_a_at	50.9821593316547
1553325_at	6.56875981687437
1553326_at	7.03092681321305
1553327_a_at	7.89118157563761
1553328_a_at	59.6826636418416
1553329_at	47.8516430049436
1553330_at	13.4898404244944
1553333_at	3.51161182214684
1553335_x_at	34.6543238074944
1553336_a_at	72.3900174154074
1553338_at	65.1554309905701
1553340_s_at	27.7889131594384
1553341_at	13.4157598928728
1553344_at	41.6928436191518
1553346_a_at	48.6348657353688
1553347_s_at	36.1019741016183
1553348_a_at	305.901696732719
1553349_at	482.679488738495
1553350_at	6.30983160093402
1553351_at	5.54355984811578
1553352_x_at	118.179564866002
1553354_a_at	113.156587111924
1553355_at	15.8216873930363
1553356_at	1.78342294956645
1553357_at	124.92891809957
1553359_at	24.6221281816994
1553361_x_at	12.2335989784207
1553362_at	10.9773003644741
1553363_at	12.6790057268368
1553364_at	4.47684328989541
1553365_at	100.53198208533
1553366_s_at	7861.51426286264
1553367_a_at	95.7491779805856
1553369_at	111.132547035294
1553371_at	13.6581176569361
1553372_at	82.582703678996
1553373_at	6.45023716833548
1553374_at	69.6782500522087
1553375_at	21.3766072558887
1553376_a_at	44.4274097614666
1553378_a_at	82.1094310681362
1553380_at	20.1957394647748
1553383_at	4.8441286491137
1553385_at	114.182478299658
1553386_at	116.514744328446
1553387_at	163.798808726633
1553388_at	11.4998211838395
1553389_at	84.7171944144792
1553390_at	33.0780176426008
1553391_at	23.3541755849641
1553392_at	6.50212114520533
1553394_a_at	43.173957752587
1553395_a_at	155.710112034649
1553396_a_at	701.489638870823
1553397_at	315.989049814846
1553398_at	60.9233652832777
1553399_a_at	14.6503373638091
1553400_a_at	99.8186349037425
1553401_at	23.9659660311818
1553402_a_at	9.26786839031507
1553403_at	9.1629377812333
1553405_a_at	44.0232317394877
1553407_at	183.401157868895
1553409_at	15.4645793408705
1553410_a_at	73.4258071194122
1553411_s_at	36.216873329174
1553412_at	9.1969256057567
1553413_at	13.9108873112824
1553415_at	6.52382629368498
1553417_at	55.7814635795621
1553418_a_at	17.2400522250174
1553420_at	12.9865645352375
1553422_s_at	1887.89199274775
1553423_a_at	35.8515471447663
1553424_at	22.8275651755233
1553425_at	163.760724103217
1553426_at	42.7735959723171
1553427_at	29.0980894749427
1553428_at	29.7623728084679
1553429_at	86.6794983198009
1553430_a_at	36.5515998999676
1553432_s_at	13.5103303065991
1553433_at	14.9982375458834
1553434_at	2.7985651452054
1553435_at	64.0616857239285
1553436_at	10.6565966781159
1553437_at	29.1086612705678
1553438_at	124.8062589401
1553439_at	80.7035158043764
1553440_at	28.8406891499647
1553441_at	1.01329177624017
1553442_a_at	29.4402501900699
1553443_at	20.7410786442659
1553444_a_at	20.0691577277085
1553446_at	61.8769030219165
1553447_at	376.755243439092
1553448_at	3.61865804706615
1553449_at	5.46531243315347
1553450_s_at	31.6942262146565
1553451_at	9.31425178094699
1553452_at	3.64739007636213
1553453_at	184.876861331175
1553454_at	4.70088173521856
1553456_at	6.22615838539569
1553457_at	10.609844400138
1553458_at	27.171700613914
1553459_at	24.4818325548384
1553460_at	5.14767418705843
1553461_at	14.0684055475478
1553462_at	26.3493816164691
1553464_at	14.9995362727993
1553465_a_at	4.99074021475798
1553466_at	78.305818684686
1553467_at	9.44706358942514
1553468_at	10.242396827797
1553470_at	97.9450165237121
1553471_at	108.660917435169
1553472_at	17.5444616652639
1553474_at	7.05381665651457
1553475_at	6.39697192669474
1553478_at	7.48260133245032
1553479_at	15.4302898360262
1553482_at	7.39631073945293
1553483_at	7.20723047160502
1553484_at	7.06098223332561
1553485_at	72.0688290804906
1553486_a_at	6.05621802727245
1553488_at	8.69781357146029
1553489_a_at	6.79411803934518
1553491_at	54.6038903443565
1553492_a_at	86.7708866607698
1553493_a_at	10.4275329811928
1553494_at	39.7520374715847
1553497_at	7.37382384328391
1553498_at	41.1183883545374
1553499_s_at	121.979370672396
1553500_at	12.7157754502052
1553502_a_at	113.916107373461
1553504_at	23.6800712146468
1553505_at	91.7552705126191
1553506_at	60.9489011446943
1553507_a_at	77.7284012643058
1553508_at	97.105979830426
1553510_s_at	477.126372156737
1553511_at	41.4232662297453
1553512_at	32.6955824209331
1553513_at	66.541999023651
1553514_a_at	89.6520364304474
1553515_at	63.915705068461
1553517_at	6.38524673056142
1553518_at	67.4227011848878
1553519_at	59.0239037785455
1553521_at	22.6592513881176
1553523_at	37.8909710547182
1553524_at	141.018565134523
1553525_at	11.8987255191884
1553526_at	25.7372038099457
1553527_at	22.1312055986542
1553528_a_at	261.601399974683
1553529_at	9.48696807028706
1553530_a_at	2250.99863197438
1553531_at	6.91675620312428
1553532_a_at	23.087134560979
1553533_at	799.040977684
1553534_at	90.5413576654673
1553535_a_at	201.093104498939
1553536_at	75.4961105788707
1553537_at	39.7250335808381
1553538_s_at	22951.3469481809
1553539_at	7.5653562303977
1553540_a_at	316.359931126231
1553541_at	13.173274938748
1553542_at	11.0748285464854
1553544_at	117.480144999293
1553545_at	5.13135121340108
1553546_at	2.10881049588203
1553547_at	86.2017510022004
1553549_at	30.6780465168843
1553550_at	3.82205936798644
1553551_s_at	19752.7349705808
1553552_at	108.02329126252
1553553_at	33.1176797249352
1553555_at	9.41188852556024
1553556_at	47.6164156739369
1553558_at	50.6832705069916
1553559_at	83.708606911099
1553560_at	12.0849300235055
1553561_at	92.1446479929985
1553562_at	129.05619368349
1553564_at	140.728420999619
1553565_s_at	17.0445851313435
1553566_at	19.9771729150841
1553567_s_at	20511.3962884181
1553568_a_at	85.4890855310724
1553569_at	24138.0450007401
1553570_x_at	24180.2522484215
1553572_a_at	16.1211723961338
